void_id,ra_deg,dec_deg,redshift,radius_mpc,aspect_ratio,ellipticity,prolateness,central_density,x_mpc,y_mpc,z_mpc,survey,comoving_distance,gamma_z,c_g_effective,completeness,orientation_deg,Radius_deg,CentralDensity,ClusteringStrength
33,341.598793,-49.364349,0.292441,41.738084,2.54382,0.435637,-0.731133,-0.51776,1105.644181,-367.824726,-1357.77798,SDSS,1789.219138900827,1.800952767814296e-29,0.7023302089572366,0.32865047854662716,38.578258499282235,,,
34,347.627532,-57.789296,0.194302,23.458415,3.171552,0.520562,-0.064559,-0.373063,618.945772,-135.772292,-1005.821964,SDSS,1188.7833306437412,1.8339415166184938e-29,0.7272446029532696,0.5587798698107735,98.70430198147938,,,
35,291.023045,23.114978,0.124367,23.556463,2.011835,0.335953,0.211794,-0.534778,251.054417,-653.233672,298.713099,SDSS,760.902139597463,1.8581939811358672e-29,0.7468625808262288,0.7157844825366009,6.28176651363391,,,
36,109.660957,-18.678049,0.060806,16.208621,1.644875,0.243821,-0.143296,-0.57241,-118.576323,331.883256,-119.14047,SDSS,372.02324064657944,1.880781354838496e-29,0.7662985664856629,0.8157879570506105,33.50745655752033,,,
37,35.161961,26.71376,0.070837,6.823332,1.506887,0.202198,-0.945787,-0.609765,316.493277,222.946912,194.825008,SDSS,433.3937051904821,1.8771814741640747e-29,0.7631188364904762,0.0,50.00077806685862,,,
38,246.32389,-60.375927,0.090836,48.053503,2.543976,0.435662,0.567003,-0.857605,-110.314945,-251.589425,-483.107654,SDSS,555.751411348246,1.870043998596039e-29,0.7569086737419042,0.7755376912680039,125.1868069077409,,,
39,158.454898,-21.67981,0.097761,13.619319,1.505631,0.201798,-0.978974,-0.589528,-516.977792,204.113215,-220.958067,SDSS,598.1226540862735,1.8675847332225325e-29,0.7547971803241393,0.7643647468517658,115.85970779294419,,,
40,43.933765,4.530087,0.259666,31.485387,2.109964,0.356906,0.52378,-0.448293,1140.511767,1098.834251,125.479163,SDSS,1588.6940618581584,1.811834147742733e-29,0.7103430191898845,0.40183991046930584,127.11556116836967,,,
41,178.263688,35.552334,0.18153,6.903607,2.433817,0.417558,0.786609,-0.390195,-903.185078,27.378834,645.777679,SDSS,1110.6402191383547,1.8383243435030233e-29,0.730702054472597,0.0,30.126876194612425,,,
42,12.379868,-21.253501,0.171316,39.835023,2.332962,0.399933,-0.13432,-0.609802,954.142058,209.430294,-379.947343,SDSS,1048.145075045512,1.841844226367118e-29,0.7335058940246323,0.6134718875110925,58.60474324556866,,,
43,327.355345,14.583031,0.060988,17.240335,2.429069,0.416751,0.071085,-0.701345,304.069731,-194.794784,93.948989,SDSS,373.13512528056253,1.8807159201286295e-29,0.7662404780366894,0.8155870576776539,22.54393637448411,,,
44,93.160793,50.529817,0.262238,9.431822,2.347807,0.402594,-0.046033,-0.540535,-56.235318,1018.344695,1238.545719,SDSS,1604.4263232939154,1.8109753050366695e-29,0.7097035738083426,0.0,19.915536717981198,,,
45,238.508022,13.398732,0.22516,9.919784,2.770438,0.469558,-0.221583,-0.33569,-700.02981,-1142.703936,319.220716,SDSS,1377.5760907340405,1.8234374179372683e-29,0.7191053035499269,0.0,91.23658785544933,,,
46,112.215987,-32.281612,0.04827,16.534376,1.877965,0.305064,0.774849,-0.44533,-94.404141,231.145899,-157.729603,SDSS,295.32896255701655,1.8852991270425706e-29,0.7703356046813632,0.8282769171579623,23.56972251805583,,,
47,187.224488,-72.026333,0.221115,19.674919,1.988093,0.330677,0.787867,-0.512282,-414.142448,-52.498193,-1286.811376,SDSS,1352.8316764870312,1.824807486424033e-29,0.720155478777303,0.4937323886308329,36.52298975241913,,,
48,196.815701,47.748263,0.176755,17.471705,1.949828,0.321994,-0.328367,-0.424554,-696.047417,-210.357244,800.469655,SDSS,1081.4267637669536,1.8399682287475258e-29,0.7320084823069455,0.6007022270094537,143.04308466476456,,,
49,66.547604,-73.228109,0.052066,24.35061,2.590968,0.443047,0.23014,-0.36905,36.583539,84.32791,-304.999203,SDSS,318.54994202066314,1.8839288798767847e-29,0.7691056150492959,0.8247790975815724,21.771774526876055,,,
50,349.050466,48.53872,0.153741,28.968581,2.619051,0.447369,0.853815,-0.589369,611.460183,-118.296993,704.904757,SDSS,940.6213108304875,1.8479317704959334e-29,0.7384137469319565,0.6536753677182641,88.56390811995158,,,
51,279.047816,3.317805,0.160868,14.595196,2.439381,0.4185,0.924117,-0.452527,154.518467,-970.349318,56.961287,SDSS,984.2247425277377,1.8454584284406418e-29,0.7364106080903882,0.6375911909539007,64.90252425276533,,,
52,338.219619,61.418249,0.074759,24.064843,2.732289,0.464136,0.017918,-0.511227,203.200983,-81.193895,401.652358,SDSS,457.39228760922225,1.8757775943706883e-29,0.7618875501487846,0.7988213835750314,22.255090634027837,,,
53,322.137846,36.695807,0.285338,22.859238,1.787675,0.282556,-0.09435,-0.282233,1105.11633,-859.137834,1043.208743,SDSS,1745.7618400327465,1.8032993901543412e-29,0.7040421386561512,0.34398374846981944,155.20257559044512,,,
54,215.243992,84.789783,0.259493,10.696656,2.925781,0.490547,-0.442611,-0.640161,-117.746764,-83.196674,1581.075941,SDSS,1587.6357007217273,1.8118919460426787e-29,0.710386096608511,0.40223933645187676,79.88039825532161,,,
55,331.874725,-17.372117,0.210636,6.921536,2.868187,0.482962,0.917744,-0.333589,1084.70072,-579.791317,-384.780202,SDSS,1288.716193383273,1.828366412273618e-29,0.7228993096587679,0.0,47.411428556072416,,,
56,31.857301,32.301642,0.15482,11.685819,2.55314,0.437118,-0.714371,-0.449124,680.031477,422.579503,506.172496,SDSS,947.2205877056297,1.847556901516826e-29,0.738109333583288,0.651261690999122,156.5125389424091,,,
57,70.55383,-11.31122,0.141177,46.134125,2.971611,0.496426,0.159659,-0.639329,281.974811,798.656153,-169.414182,SDSS,863.7491590884325,1.8523076963621316e-29,0.7419889389929587,0.6811492202010533,89.48846810345715,,,
58,16.281824,-2.306707,0.205763,46.408764,1.596242,0.229656,-0.434899,-0.763803,1207.43263,352.662261,-50.669201,SDSS,1258.9009469582295,1.8300261302068766e-29,0.7241868441755541,0.5310252370993358,113.37246859327118,,,
59,117.118919,14.774233,0.177267,7.067801,2.049112,0.344071,-0.441983,-0.407905,-478.037066,933.406193,276.573355,SDSS,1084.554921752051,1.8397918247666466e-29,0.7318680360751455,0.0,77.91245795938983,,,
60,139.923824,48.36171,0.046814,22.272166,1.96477,0.325411,-0.190063,-0.4459,-145.617395,122.517784,214.054541,SDSS,286.4164444398704,1.88582521757467e-29,0.7708091420304769,0.8295519927616883,71.38421721862618,,,
61,97.685651,75.504417,0.168376,43.329757,2.547483,0.43622,0.997586,-0.363682,-34.48491,255.537846,997.365461,SDSS,1030.158561849471,1.8428598398921656e-29,0.7343194778166903,0.6203172528469845,99.76578492033424,,,
62,298.345503,32.448874,0.247729,11.778443,1.838835,0.295486,-0.890067,-0.357535,607.262373,-1125.66603,813.221895,SDSS,1515.6587515878841,1.815831128793099e-29,0.7133352239002874,0.4298131854198945,96.58721421395886,,,
63,128.431198,-9.46624,0.153995,11.295982,2.561889,0.4385,0.157084,-0.519526,-577.655816,728.005588,-154.955811,SDSS,942.172851063179,1.8478435118356772e-29,0.7383420500757681,0.6531078968782111,49.7706049524389,,,
64,101.136423,-9.049401,0.044028,10.841004,2.807106,0.474667,-0.834856,-0.473684,-51.380923,261.012347,-42.368819,SDSS,269.37438883129755,1.8868326715944463e-29,0.7717179782839776,0.8318880295397054,68.7225725508408,,,
65,195.37059,28.370068,0.242295,24.14026,2.536973,0.434545,-0.690958,-0.576393,-1257.715561,-345.738112,704.390289,SDSS,1482.4132196214296,1.817656625296538e-29,0.7147108544649267,0.4427201376619165,37.07424846701513,,,
66,50.732721,-31.496448,0.084368,61.552483,2.372392,0.406949,-0.120874,-0.991208,278.578467,340.753226,-269.67748,SDSS,516.1827840258018,1.8723466254835907e-29,0.7588986787930854,0.785364476608465,114.388820702261,,,
67,288.790913,-51.173839,0.099828,6.951224,1.863742,0.301613,0.02092,-0.435143,123.346439,-362.516233,-475.818895,SDSS,610.7667181842115,1.866851892003438e-29,0.7541707146817942,0.0,3.345943865720493,,,
68,26.838232,-16.903203,0.074471,25.286627,1.920151,0.315104,-0.482415,-0.466367,388.985651,196.816689,-132.476353,SDSS,455.6277316592978,1.8758806147885417e-29,0.7619777400681297,0.7992029406396247,10.717096628090886,,,
69,355.279297,-25.18371,0.119158,10.371694,2.758739,0.467907,-0.367086,-0.555211,657.500334,-54.295557,-310.220226,SDSS,729.0344884431346,1.8600253436127544e-29,0.748394345485046,0.7259446740653513,72.87441805569978,,,
70,278.008117,-24.040592,0.234323,9.888186,2.570631,0.439875,-0.826066,-0.319313,182.400181,-1296.511983,-584.040656,SDSS,1433.6375538999862,1.8203414995301132e-29,0.7167445501786655,0.0,133.5477530311853,,,
71,71.537645,-32.193786,0.170234,11.55933,2.243284,0.383341,-0.39356,-0.387917,279.121483,836.031264,-554.910537,SDSS,1041.5290589950841,1.842217872368576e-29,0.7338049728314673,0.615996096281437,50.90130766384099,,,
72,1.987962,-66.321537,0.085318,21.389456,2.091728,0.353112,0.933117,-0.583844,209.508228,7.272118,-478.048657,SDSS,521.9933905323031,1.8720080795698182e-29,0.7586053009347542,0.7839590457638873,69.56255390330026,,,
73,293.566114,-74.633851,0.267014,23.895518,1.448568,0.183196,0.889415,-0.543369,173.074448,-396.791255,-1575.249896,SDSS,1633.6493808167622,1.8093827279712306e-29,0.7085210649087327,0.3849268362982366,63.6006706239581,,,
74,254.468644,77.276627,0.267487,11.806438,1.83055,0.293424,-0.330243,-0.278716,-96.513214,-347.277276,1596.357494,SDSS,1636.5431725293868,1.8092251616677243e-29,0.7084042971200051,0.3838465126080165,138.8840765249278,,,
75,262.44258,-8.305647,0.265056,7.880156,3.023459,0.502915,0.141708,-0.335746,-211.044612,-1590.722647,-234.25632,SDSS,1621.670247427898,1.8100352811982755e-29,0.7090050878257762,0.0,39.134305130624846,,,
76,277.657325,-13.376371,0.094475,7.108777,1.746709,0.271856,0.819191,-0.402437,74.930335,-557.322717,-133.722577,SDSS,578.0180737546148,1.8687509067159177e-29,0.7557966671426578,0.0,14.760794987228826,,,
77,26.656075,21.056879,0.151835,40.997597,2.334683,0.400243,-0.987632,-0.68125,774.784221,388.93192,333.769068,SDSS,928.9566288363801,1.8485943197041225e-29,0.7389524841446812,0.6579192932758039,91.20447532444251,,,
78,129.047662,-34.297654,0.295947,34.215746,2.661869,0.453831,0.621367,-0.598957,-942.32407,1161.696058,-1020.297438,SDSS,1810.6681766860177,1.7997968572222148e-29,0.701490111317207,0.32120316297210916,85.44988432017786,,,
79,41.712861,64.147865,0.238443,7.12635,1.756922,0.274553,0.896739,-0.454624,474.864416,423.280013,1312.849424,SDSS,1458.8474193984212,1.8189529288332174e-29,0.7156911921516841,0.0,42.399696718764304,,,
80,310.717233,34.938023,0.037335,9.450803,2.332776,0.3999,-0.817349,-0.631356,122.15217,-141.928628,130.816574,SDSS,228.4247449703485,1.8892572586602378e-29,0.7739161989448262,0.0,107.3432260216964,,,
81,224.387326,-55.20289,0.047605,7.707332,2.634058,0.449651,-0.677105,-0.203587,-118.780662,-116.267156,-239.175495,SDSS,291.25901640632793,1.8855393732104617e-29,0.7705517621676967,0.0,53.71304173681284,,,
82,119.123289,-9.48785,0.155261,29.214485,2.263891,0.387234,0.921493,-0.553576,-455.994166,818.476755,-156.583804,SDSS,949.9228208525553,1.8474037307616682e-29,0.7379850344884504,0.6502729176920556,176.08253561427813,,,
83,22.881006,49.308987,0.275489,12.014936,3.406253,0.5461,0.07508,-0.400297,1012.444823,427.277972,1278.010307,SDSS,1685.5032867883017,1.806563831257171e-29,0.7064381906420707,0.3657558689981542,69.4398162154388,,,
84,111.953636,62.805976,0.175449,9.97214,1.591452,0.228232,-0.971607,-0.430582,-183.401293,454.993829,954.78397,SDSS,1073.4373983009507,1.8404183470539958e-29,0.732367128073094,0.0,29.82254824166164,,,
85,117.065996,-3.738163,0.164409,10.304899,2.682383,0.456873,-0.484736,-0.500798,-456.723513,893.823687,-65.581096,SDSS,1005.8916596343247,1.8442319643540652e-29,0.7354219468834645,0.6294833772995564,143.3330660370981,,,
86,262.658224,13.110087,0.058478,17.0679,2.189771,0.372996,-0.100113,-0.496602,-44.528307,-345.598302,81.152714,SDSS,357.78026700635024,1.8816187343439498e-29,0.7670428937684024,0.8183089412637377,101.20830325714869,,,
87,229.52069,-41.753874,0.207331,61.462789,2.567659,0.439408,0.385818,-0.97091,-614.320255,-719.802767,-844.73024,SDSS,1268.4930340583583,1.8294917502577515e-29,0.7237717398577073,0.5272171600865642,164.79495393113706,,,
88,319.396587,79.2153,0.251968,12.113372,2.435414,0.417829,0.466321,-0.213142,219.009261,-187.736268,1514.364334,SDSS,1541.5931041677625,1.814409676275512e-29,0.7122680097624119,0.41981539115273303,98.32148919833284,,,
89,169.997373,-32.456328,0.132713,25.128088,1.965629,0.325607,0.990843,-0.661912,-674.725707,119.004244,-435.748477,SDSS,811.9689187305638,1.8552669796290994e-29,0.7444297415108878,0.6989220602810994,86.38023678002794,,,
90,43.053929,62.30862,0.239415,15.599362,2.35049,0.403072,-0.424978,-0.570192,497.397036,464.706284,1297.021064,SDSS,1464.7932899458428,1.8186256470861553e-29,0.7154434083663733,0.4495974133044134,161.488327682308,,,
91,256.768123,17.415162,0.290409,7.014588,1.515731,0.205002,0.07644,-0.446635,-388.049844,-1650.328452,531.77906,SDSS,1776.7823866651831,1.8016234248498673e-29,0.7028185888600648,0.0,167.50986700236422,,,
92,273.882618,12.443313,0.085017,17.416265,2.50019,0.428603,0.066647,-0.351814,34.393487,-506.767496,112.078977,SDSS,520.1518086438763,1.8721153323660424e-29,0.7586982144947245,0.7844057756072299,0.22470991499797677,,,
93,202.059791,1.454152,0.171299,8.162189,2.378155,0.407961,-0.188709,-0.409766,-971.006288,-393.491206,26.596232,SDSS,1048.0438445463392,1.8418500958132075e-29,0.7335105899700631,0.0,44.32416506135227,,,
94,277.548185,-32.592491,0.107527,30.55594,2.514355,0.430906,-0.661676,-0.702783,72.809465,-549.471594,-354.37101,SDSS,657.8746564011318,1.8641271397167565e-29,0.7518523852580999,0.7475259823120012,85.97125022239298,,,
95,177.766415,-40.311582,0.244071,10.43058,2.682139,0.456837,0.954913,-0.302796,-1137.814382,44.378376,-966.066236,SDSS,1493.2765920892375,1.8170595851263833e-29,0.7142603159151775,0.4384899387926291,89.78120330738341,,,
96,188.183819,-33.988575,0.18595,6.851,2.405939,0.41279,0.706634,-0.328282,-933.702631,-134.279444,-635.996212,SDSS,1137.683063904715,1.8368052457761346e-29,0.7294994936600305,0.0,102.25580494950165,,,
97,153.914767,-38.838215,0.201337,41.651981,2.318127,0.39725,-0.003334,-0.608546,-861.759393,421.896205,-772.505926,SDSS,1231.8242832978444,1.8315362031690836e-29,0.7253627377740509,0.5417636417203308,101.02882427126993,,,
98,9.150886,33.998344,0.245437,63.761994,1.906464,0.311879,0.206491,-0.756642,1229.091631,197.988331,839.667588,SDSS,1501.6348673842597,1.8166006468193876e-29,0.7139144086515364,0.43524563981426684,41.84984367282129,,,
99,38.840914,-17.442557,0.136912,16.154833,1.974003,0.327506,-0.545478,-0.231725,622.442271,501.188657,-251.087253,SDSS,837.6570057321715,1.8537977318709168e-29,0.7432155628885099,0.6901850362415493,88.46449421273472,,,
100,11.314507,-62.167299,0.277074,43.231407,2.733585,0.464322,0.087574,-0.455726,776.091972,155.282835,-1499.090027,SDSS,1695.199816216173,1.806037652010241e-29,0.7060508271083827,0.36221441136811006,52.87812762169111,,,
101,229.107748,69.752305,0.173918,9.286311,2.833426,0.478273,0.38994,-0.488319,-241.071508,-278.376619,998.312491,SDSS,1064.0661838729254,1.840946287605859e-29,0.7327882921788681,0.0,119.76895726445157,,,
102,113.168153,50.136334,0.072648,7.400974,2.163647,0.367818,0.030334,-0.243119,-112.085286,261.916534,341.166277,SDSS,444.4747582060377,1.8765329739626443e-29,0.7625494587024473,0.0,48.42740064814708,,,
103,183.085449,58.815522,0.217893,16.139815,2.277292,0.38974,0.98057,-0.432732,-689.279686,-37.154489,1140.485475,SDSS,1333.1144212973938,1.825900279159682e-29,0.720995541135167,0.5015534255506254,58.34010153766963,,,
104,326.723931,81.815848,0.244181,24.732697,1.897046,0.309642,0.222683,-0.485586,177.800994,-116.687147,1478.733905,SDSS,1493.9488095443353,1.8170226194169003e-29,0.7142324410204101,0.43822980955948404,87.44153396360676,,,
105,89.745202,-40.708397,0.115526,16.12673,2.727994,0.463518,-0.258053,-0.640178,2.382679,535.784535,-460.988589,SDSS,706.8106000143138,1.8613043343995325e-29,0.7494685341228752,0.7328526134698587,121.6330950876928,,,
106,147.737852,-11.976821,0.261438,9.638181,2.525058,0.432633,0.544304,-0.439325,-1323.14734,835.236061,-331.929237,SDSS,1599.5359262358797,1.8112423512960557e-29,0.709902269884287,0.0,38.72256947710273,,,
107,271.99841,31.096228,0.274659,63.516796,3.035378,0.504384,-0.659075,-0.907658,50.178575,-1438.070663,867.898414,SDSS,1680.420417096271,1.8068394972615734e-29,0.7066413094395084,0.3676168284157839,152.49316809561455,,,
108,82.36734,23.081571,0.104764,11.975845,1.907562,0.312139,-0.230968,-0.357013,78.319285,584.434281,251.286595,SDSS,640.9698058704421,1.8651041091993328e-29,0.752681662767391,0.752413768955462,118.3960184739739,,,
109,27.712768,-43.805161,0.295551,11.495002,2.107688,0.356435,-0.306082,-0.329104,1155.307931,606.878668,-1251.680512,SDSS,1808.2428590279396,1.799927337959631e-29,0.7015848384924674,0.3220383029350161,30.764606414464602,,,
110,104.310523,39.173163,0.067992,11.035188,2.35147,0.403247,-0.136386,-0.640213,-79.712715,312.485643,262.767005,SDSS,415.9902558119176,1.8782011164554216e-29,0.7640161830556662,0.8074415429819767,17.96754175201267,,,
111,58.039663,-33.443805,0.084544,25.940487,2.517487,0.431412,0.56356,-0.546757,228.467813,366.188769,-285.071545,SDSS,517.25964649045,1.8722838964689806e-29,0.7588442981530947,0.7851051003682412,76.63091939277557,,,
112,334.691155,-33.529398,0.079741,9.776531,2.172624,0.369607,-0.031654,-0.311138,367.654689,-173.85902,-269.482566,SDSS,487.87066170962925,1.8739972156509655e-29,0.7603330105354031,0.0,3.1022000952653936,,,
113,290.923337,4.240828,0.271377,43.449207,1.909707,0.312646,0.588029,-0.694537,591.315981,-1546.612998,122.780505,SDSS,1660.3437618085586,1.807930397583606e-29,0.7074463253445742,0.37501022091951886,68.70017287072446,,,
114,228.025352,10.712435,0.206659,29.525552,2.611454,0.446206,0.152978,-0.498535,-830.884956,-923.612769,235.023496,SDSS,1264.3838028221617,1.8297207321872732e-29,0.7239495472748172,0.5288493757982845,165.4565763888919,,,
115,313.725812,9.216904,0.071068,7.763128,2.547345,0.436198,-0.315861,-0.373107,296.663963,-310.161232,69.644592,SDSS,434.8101493450557,1.8770987313168582e-29,0.763046131042372,0.0,121.81954278505764,,,
116,289.321948,-54.788216,0.148887,9.420067,1.892382,0.308528,0.619957,-0.386484,173.789044,-495.654868,-744.24923,SDSS,910.9244185672729,1.84961999128584e-29,0.7397882884293882,0.0,126.88757092652719,,,
117,67.165221,49.018531,0.19613,61.986354,2.801068,0.473832,-0.523421,-0.842029,305.398384,725.281356,905.881955,SDSS,1199.968055702164,1.833315909572335e-29,0.726754088573053,0.5543662087776917,6.7130490558695,,,
118,321.321239,-27.956425,0.052535,25.46933,2.726971,0.463371,-0.551234,-0.662678,221.640624,-177.432766,-150.682698,SDSS,321.42219608185013,1.8837597191213148e-29,0.7689541066056775,0.8243296433672552,93.47025783526726,,,
119,194.163207,-47.814124,0.268252,28.16695,2.31261,0.396246,0.009006,-0.673405,-1068.642987,-269.67819,-1216.099158,SDSS,1641.2255548565734,1.8089703840890546e-29,0.7082155751110861,0.3821030740019218,38.043665300866465,,,
120,290.678456,51.031894,0.246973,23.914576,2.29073,0.392232,-0.478302,-0.458424,335.562338,-889.050828,1174.822547,SDSS,1511.0332472818322,1.81608487536162e-29,0.7135260966221788,0.4316032500563009,59.83803552929011,,,
