void_id,survey,redshift,radius_mpc,aspect_ratio,central_density,ra_deg,dec_deg,x_mpc,y_mpc,z_mpc,comoving_distance,completeness,n_galaxies,density_contrast
ZOBOV_0011,ZOBOV,0.3479899497487437,9.778576485741327,1.892593868395861,-0.28369680133752856,334.2630655870273,-0.9112751979238993,1271.507274880249,-612.9449333877213,-22.452014826718095,1411.7139704659915,0.8,1,0.22777729064737728
ZOBOV_0012,ZOBOV,0.30944723618090453,88.49634378731355,2.1267931760824235,-0.7421993496241288,72.41816492080031,23.9262467708733,350.2019715256926,1105.1920801201939,514.3884329036873,1268.3400233084164,0.8,2,0.3070782687559884
ZOBOV_0013,ZOBOV,0.597035175879397,16.74682661777452,1.7566023041201615,-0.3925833615585874,128.66135834553572,24.14897008774703,-1290.034111399781,1612.4532088712172,925.8346057746985,2263.0428799791,0.8,3,0.204364938338035
ZOBOV_0015,ZOBOV,0.43396984924623117,48.801519925646176,3.106768819736579,-0.612942263545391,51.99401923279029,-15.968011108244314,1018.2710114240529,1303.0470747996326,-473.19906337293435,1720.0944408454627,0.8,2,0.10279203147236846
ZOBOV_0016,ZOBOV,0.5466331658291457,83.22772195178966,2.4371551298506104,-0.7198176817622777,214.81592319847033,57.26000074769709,-932.833681610272,-648.7208471219759,1767.1444219652763,2100.9085708617163,0.8,3,0.25113067368707576
ZOBOV_0018,ZOBOV,0.31241206030150753,136.37699571117787,2.497226980429592,-0.8144108183838193,194.4262011062936,31.371627260700194,-1057.9884567777215,-272.1610343386401,666.0820192779828,1279.4828876122642,0.8,4,0.11159997606392554
ZOBOV_0019,ZOBOV,0.2442211055276382,8.64074964132643,2.451190539771872,-0.2560140868751774,321.7202839358465,56.77852265958823,437.97463010136755,-345.63983104524766,851.9130781799074,1018.3538492053644,0.8,2,0.181512514278427
ZOBOV_0020,ZOBOV,0.4814070351758794,36.835807859324355,2.37852021437635,-0.5508776271694005,359.9738259993937,35.486839281518,1533.714760103358,-0.7006354428636417,1093.456775571186,1883.594748424262,0.8,3,0.2076643101100203
ZOBOV_0021,ZOBOV,0.410251256281407,81.198723463227,2.7261384249760257,-0.720739713780726,89.75231099720337,59.9430560593961,3.543550732660557,819.694190770293,1416.5121772590228,1636.5872636243562,0.8,2,0.17354977307561714
ZOBOV_0022,ZOBOV,0.582211055276382,36.276484595179774,1.9568813864489543,-0.548148886860745,156.9916029245571,43.69498343135055,-1474.6821670842287,626.2205231907691,1530.7660242632742,2215.870993225993,0.8,0,0.39069359372069956
ZOBOV_0023,ZOBOV,0.2560804020100502,18.16952231290025,1.9875900025240623,-0.3912758585258023,23.289216020438232,-16.165345438098896,939.1040713563464,404.23258853178874,-296.3668446602105,1064.496946488352,0.8,2,0.330709573329252
ZOBOV_0025,ZOBOV,0.44879396984924624,42.805437887955044,2.0071733442480006,-0.5838891027043032,20.026046140395085,40.686965689716345,1262.212602544043,460.0577270872517,1155.0099456536223,1771.6889514902095,0.8,1,0.14000140848561668
ZOBOV_0026,ZOBOV,0.5644221105527638,31.794841407969372,2.4219885012314046,-0.5200276445181476,67.71358218969345,33.71783521134184,680.9450534263842,1661.4373266809062,1198.3018981607952,2158.700441332753,0.8,0,0.28373915611065936
ZOBOV_0027,ZOBOV,0.45175879396984925,51.0087029619806,2.168340205023871,-0.6223627780348353,49.580828449694316,21.75938010750913,1073.0515706866731,1259.976905604954,660.5868930170778,1781.9530070226115,0.8,2,0.1866690564778706
ZOBOV_0028,ZOBOV,0.2679396984924623,38.18383266324246,2.541469490211007,-0.5580134334239887,37.36569176801941,46.41536773873406,608.3956994175824,464.57664498415,804.2768033017527,1110.3323657643348,0.8,1,0.1590330840965208
ZOBOV_0029,ZOBOV,0.1849246231155779,28.041073385214688,2.381964483767551,-0.483975387494806,297.3081655768731,-24.222636337217576,327.60157357913874,-634.4945358086425,-321.25813174312447,783.0152579571072,0.8,1,0.2399223472401256
ZOBOV_0030,ZOBOV,0.45175879396984925,30.241941541304943,2.3084278267729883,-0.5074812452291698,188.06680722800328,17.51647858512772,-1682.5099914581322,-238.46225356256465,536.3323610470903,1781.9530070226115,0.8,3,0.319606354540274
ZOBOV_0032,ZOBOV,0.29758793969849245,67.94822896749066,2.6300491950096894,-0.6888637457603526,78.7536065043837,48.382148118285855,158.49005080005384,797.045490984144,914.7359183269808,1223.5777094971384,0.8,1,0.3873493849682672
ZOBOV_0033,ZOBOV,0.588140703517588,43.18142764591574,2.357598005288967,-0.5851453430648332,134.63638641047194,5.086431228183812,-1563.9922001548287,1583.9702386569245,198.13300562683986,2234.790819520865,0.8,3,0.3079907060485933
ZOBOV_0034,ZOBOV,0.29462311557788945,21.927886993767775,2.144629040049533,-0.4328848889465176,35.08131803316661,37.52707195761931,786.8022623289363,552.5907136629637,738.4798122356783,1212.3393625186466,0.8,0,0.33673735744115707
ZOBOV_0035,ZOBOV,0.5140201005025126,43.278132650503984,1.9096144282200718,-0.5859776789647576,56.37489740109353,50.19335793491925,706.6614157131637,1062.6006216213093,1531.289646759063,1993.323460906238,0.8,0,0.26220996762946647
ZOBOV_0036,ZOBOV,0.410251256281407,42.645750069242744,2.42730679828729,-0.5832336783368063,268.18955397536104,39.36687879962693,-39.97290600270752,-1264.6146224249637,1038.0606412884188,1636.5872636243562,0.8,2,0.18157267442284403
ZOBOV_0037,ZOBOV,0.47547738693467334,49.5054943969969,1.7716747755453799,-0.6155023505943287,314.7572984352336,30.58162783099027,1129.53985639763,-1139.1499509662362,948.0390819308781,1863.4111191160953,0.8,1,0.3867768569894372
ZOBOV_0038,ZOBOV,0.5555276381909547,37.49976922989343,2.293233416746049,-0.5550862686981212,241.68006069882793,41.593482912615585,-755.6550502692313,-1402.234463137588,1413.9036792938089,2129.882545805924,0.8,3,0.22266597529118287
ZOBOV_0039,ZOBOV,0.27979899497487437,13.078653489310211,2.1926391725725587,-0.32871313242013067,284.0784247607177,-7.704006405800257,278.62499270921506,-1111.0230941487687,-154.9494356330369,1155.8605148966335,0.8,3,0.2040215542993636
ZOBOV_0040,ZOBOV,0.27683417085427137,29.634709156113086,2.302188308944091,-0.49928252382792637,328.8196006457472,43.82919125764552,706.3830124945874,-427.47054439449136,792.5836475769427,1144.507258636756,0.8,2,0.38393181886511174
ZOBOV_0041,ZOBOV,0.1434170854271357,12.166646391093996,2.5039272928859444,-0.30498874051260877,96.80269290914278,-9.731967428064177,-71.6464606786476,600.6051704839716,-103.73857114241964,613.6949382898057,0.8,1,0.10632353091729742
ZOBOV_0042,ZOBOV,0.5347738693467337,6.420545013149485,2.770608923808554,-0.23593875904040235,120.03893187150823,52.98526518394351,-621.4231715206254,1074.649489594211,1646.4932129897904,2062.0325370879323,0.8,1,0.19649878526657405
ZOBOV_0043,ZOBOV,0.5288442211055276,59.97260921790643,2.344206203264915,-0.6552605452754717,276.2194425778509,32.96707332280186,185.64737259250882,-1703.5288806680821,1111.4348792454275,2042.4894332710874,0.8,6,0.23431401590836498
ZOBOV_0045,ZOBOV,0.19085427135678393,32.98394634546321,2.367681319852179,-0.5225591034681056,229.4882647256125,40.5223122519034,-398.44384224908055,-466.3243604904599,524.2759302415525,806.8960005128863,0.8,1,0.23485258184851945
ZOBOV_0046,ZOBOV,0.30055276381909546,36.49814637461393,2.4893592866023133,-0.5476772180902187,156.95817931808483,26.390929037613127,-1017.8630154052004,432.9342985982465,548.8590477339526,1234.7969384931046,0.8,2,0.20389767702552872
ZOBOV_0047,ZOBOV,0.5347738693467337,31.625974543465546,1.6617814443462653,-0.5184783319599503,121.33152467462561,-7.342788673729746,-1063.4414738287935,1746.888019053048,-263.5387346085118,2062.0325370879323,0.8,1,0.23808126830314427
ZOBOV_0048,ZOBOV,0.43693467336683417,61.246614643003994,1.7036366821634301,-0.6620738732895096,115.62583787875231,7.79548062614775,-741.4900846352475,1545.8198585481175,234.7137775760256,1730.4499813858004,0.8,4,0.2784536693087587
ZOBOV_0051,ZOBOV,0.46954773869346733,35.38264578129161,2.367064663036905,-0.5419913970271569,94.16721245814851,59.18547317357387,-68.61087560394104,941.6797163206961,1582.9571675869686,1843.155320312405,0.8,3,0.17264703958235567
ZOBOV_0052,ZOBOV,0.4398994974874372,32.56983395528891,2.6806096859272706,-0.5234933516791738,97.29870276112479,50.117083961526234,-141.80813910693018,1107.184599115153,1335.8041486877344,1740.7871806990408,0.8,3,0.1429891728164042
ZOBOV_0053,ZOBOV,0.1285929648241206,42.14971596359728,2.3197613693180505,-0.5818285096864549,247.76423043029416,-14.118670568206543,-202.69154465838784,-495.7954644466428,-134.72594097819157,552.311582364814,0.8,2,0.10974559540073098
ZOBOV_0054,ZOBOV,0.37170854271356785,36.78070221343552,2.189207796633794,-0.5499144573044206,290.955240279946,2.9097222668133824,535.1784316743715,-1397.4495241525258,76.0600827980795,1498.354518289584,0.8,5,0.3071476714661906
ZOBOV_0055,ZOBOV,0.5762814070351758,23.82870838764226,2.252770913918061,-0.4604540709454018,140.53733179856508,10.412351154161769,-1668.148784389043,1373.2912317475173,397.04519515532326,2196.8828054880814,0.8,4,0.2500218194703391
ZOBOV_0056,ZOBOV,0.28869346733668344,17.87642776885676,1.4168472313375127,-0.38979192424853376,267.4488190516747,-23.13161044320001,-48.70261525176769,-1093.066305551616,-467.40849169445033,1189.805274476753,0.8,2,0.365166663906785
ZOBOV_0057,ZOBOV,0.5288442211055276,11.72957389917502,1.8735932731216327,-0.3257955494979697,77.50535112317334,48.76090418638252,291.2946844236963,1314.52639436812,1535.8811315854157,2042.4894332710874,0.8,5,0.2585600561435624
ZOBOV_0058,ZOBOV,0.5525628140703518,23.578326196804166,2.197229828647261,-0.45759410197454053,129.13108025108946,21.326658277407716,-1246.448923945021,1532.0562882448482,771.099516367498,2120.241933010587,0.8,5,0.13596029611744928
ZOBOV_0059,ZOBOV,0.208643216080402,69.42700342853979,2.5411308835108932,-0.697200215612958,28.705398389885282,-28.885490796933865,674.3429082764721,369.27454323773816,-424.1638625049657,878.0757532703782,0.8,0,0.2947228927764586
ZOBOV_0060,ZOBOV,0.47547738693467334,36.62448427532181,2.504519367312265,-0.5495858359599868,216.45236352687556,-17.254500923141137,-1431.384148487806,-1057.3279986143389,-552.7186641045648,1863.4111191160953,0.8,0,0.27451688943999997
ZOBOV_0061,ZOBOV,0.4636180904522613,54.862570048142544,2.1370352129624606,-0.6379078583133367,25.0103676983306,12.724177622878365,1611.335073878485,751.7328868104642,401.49197307735903,1822.82716072285,0.8,2,0.1803809915838967
ZOBOV_0062,ZOBOV,0.5140201005025126,30.437395684846372,2.39742117008951,-0.5099782823053194,193.64340210394292,-15.736909916550726,-1864.4700326659238,-452.55806254937653,-540.6302961465507,1993.323460906238,0.8,5,0.16360698811429825
ZOBOV_0063,ZOBOV,0.5080904522613066,34.313966057864995,2.0622666246304995,-0.5356640670974535,47.171991201337924,26.550928445377856,1200.1182626928214,1294.7396586613506,882.1557709385474,1973.533235686577,0.8,0,0.14427559533919673
ZOBOV_0065,ZOBOV,0.4814070351758794,68.75174702477479,2.6432527928272718,-0.6847526190350903,32.977096020504916,-21.9513207808601,1465.5691804654946,950.9190338974925,-704.1229612309326,1883.594748424262,0.8,1,0.24891623705460894
ZOBOV_0066,ZOBOV,0.582211055276382,55.24898322537134,2.7086480495867438,-0.6370565729933713,82.69606125811553,6.891970784613051,279.67428466748873,2182.0091729510846,265.8994589565782,2215.870993225993,0.8,3,0.20218026233569975
ZOBOV_0067,ZOBOV,0.5851758793969849,19.858538790220518,1.6852270375457072,-0.4245327242869895,171.68763326705218,-6.748698015996901,-2186.704265174476,319.48769156687325,-261.5103879676823,2225.3394373465776,0.8,2,0.2760159380488525
ZOBOV_0068,ZOBOV,0.3331658291457286,87.92920483078137,2.13218697951788,-0.7397635984317802,66.70476449274685,58.32077734294066,281.81919988061543,654.5266760298047,1154.7665159560363,1356.9498654811157,0.8,2,0.24619381504623458
ZOBOV_0069,ZOBOV,0.5792462311557789,31.363194047266962,2.4991662228609792,-0.5173538913413175,267.63934625582414,-23.86421884319091,-83.11034763363928,-2016.0421132895513,-892.6385942945772,2206.385458723154,0.8,2,0.2974389237014229
ZOBOV_0071,ZOBOV,0.22939698492462313,139.18784191546254,3.006550519556239,-0.8221894873623211,309.0637345166272,28.396802051112545,532.3173623858107,-655.8641171151053,456.6671136283701,960.2418273988224,0.8,0,0.3658572370019175
ZOBOV_0072,ZOBOV,0.5199497487437186,104.39408383754406,1.7878519462395461,-0.7615789243566949,97.1044704304903,14.302708134965457,-241.2538361136107,1935.6701577719398,497.3117882300622,2013.0428181836974,0.8,1,0.25417641871493113
ZOBOV_0073,ZOBOV,0.30055276381909546,50.03144317574871,2.5847245637546807,-0.620579673643851,306.7388063495306,31.763560169859765,627.9918218034323,-841.3258418502774,650.0158297263782,1234.7969384931046,0.8,5,0.26907352852532385
ZOBOV_0075,ZOBOV,0.31241206030150753,15.813741673348176,2.5534988442116866,-0.3667610709969481,149.09155922144137,-4.467058495815696,-1094.4477945336764,655.2324969826848,-99.6536985305877,1279.4828876122642,0.8,5,0.17608383100167532
ZOBOV_0076,ZOBOV,0.588140703517588,59.740000263821194,2.6502760075432406,-0.653054173792479,42.30163882560056,12.931449202431267,1610.95831270491,1465.9435101004028,500.1129341820712,2234.790819520865,0.8,2,0.3296373533736882
ZOBOV_0077,ZOBOV,0.4784422110552764,39.76153797158236,2.319587393307219,-0.5675984293192909,113.91794729621293,-15.92484660892023,-730.4234817912878,1646.9013387225136,-514.0471942924913,1873.511942902446,0.8,0,0.3599538174769277
ZOBOV_0079,ZOBOV,0.20271356783919597,86.19665631943779,2.230685661506947,-0.7427818750041821,290.99234204351706,-5.662373759646041,304.598816684861,-793.8241575282434,-84.30305535556754,854.4262620867449,0.8,5,0.3810242654489754
ZOBOV_0080,ZOBOV,0.45472361809045225,21.367326662819,2.1459792528756276,-0.43409810234896473,94.14989086217051,29.835104931063725,-112.50460656541422,1550.5861317755557,891.6288564900956,1792.1988327970073,0.8,1,0.37461888892892503
ZOBOV_0081,ZOBOV,0.5584924623115578,31.150291371321668,1.987120109412042,-0.5156120623418636,188.35260929707098,41.06304686190197,-1596.0489527303878,-234.3352524113815,1405.4180403961648,2139.5058163757044,0.8,4,0.171348259254048
ZOBOV_0082,ZOBOV,0.5110552763819095,34.088593013725294,1.861621602897643,-0.5342703314055546,256.160111366556,-29.30968615639616,-413.72011981256065,-1679.318769032378,-970.951769698105,1983.437219738004,0.8,1,0.17608426983063358
ZOBOV_0083,ZOBOV,0.4814070351758794,70.67688548730277,3.109661861036084,-0.6903526552755374,322.2517128304027,-20.87479798594034,1391.6126778582604,-1077.4351195093564,-671.1757551964159,1883.594748424262,0.8,3,0.23057510645142099
ZOBOV_0084,ZOBOV,0.47547738693467334,46.455013288099614,2.2610949797889948,-0.6016609897339432,236.00435192341132,25.01341146790429,-944.1689588075994,-1400.0174145946232,787.9068567422541,1863.4111191160953,0.8,2,0.2611898648396659
ZOBOV_0085,ZOBOV,0.1641708542713568,15.808437127931072,2.6823095688918785,-0.3569593277111846,126.19953922299223,34.48426393862327,-340.20261551077357,464.8357717001263,395.6612952064083,698.8261405935211,0.8,2,0.16027296786146625
ZOBOV_0086,ZOBOV,0.37763819095477386,36.642632487685795,2.354184066317008,-0.5491018692247539,183.8215939024143,27.764868776431392,-1341.85369782468,-89.63379218969618,708.0023575751584,1519.8266024122804,0.8,2,0.34614862830925885
ZOBOV_0087,ZOBOV,0.1285929648241206,18.61295206370487,1.9812088337024352,-0.38862279262638083,257.2096060157235,-23.134123199325124,-112.44120520415282,-495.2961651222643,-216.9948575467653,552.311582364814,0.8,2,0.3640447226543557
ZOBOV_0088,ZOBOV,0.404321608040201,83.3855659619953,2.1153445722021655,-0.7261702741433486,191.89486371696665,27.912717563426938,-1396.9244334799673,-294.24736403551304,756.2694733615414,1615.525580247406,0.8,5,0.2213393573189408
ZOBOV_0089,ZOBOV,0.3331658291457286,32.45577544496485,2.030507396029485,-0.5211313034698069,191.86521438277137,51.3589085298746,-829.2295419950694,-174.22033789041498,1059.8766805516643,1356.9498654811157,0.8,2,0.26194765463119807
ZOBOV_0090,ZOBOV,0.35391959798994976,14.732472892459153,2.587638750460946,-0.35573696859452125,67.42024874774832,-25.946937238582823,494.93269332407573,1190.1848167216037,-627.2059371315769,1433.4872013550594,0.8,1,0.29313904355701503
ZOBOV_0091,ZOBOV,0.5525628140703518,29.665760659753953,2.5602722314906967,-0.5052088390759589,250.96603615082714,53.725727621244644,-409.1099626583181,-1185.8575646894296,1709.326396338346,2120.241933010587,0.8,1,0.3159960669220615
ZOBOV_0092,ZOBOV,0.43100502512562816,27.085976697836056,1.9732462522308785,-0.48316522790933486,49.242441049387146,33.88810736682674,926.5952410342617,1075.0798623086707,953.293692803157,1709.7205373356348,0.8,0,0.17658801157619175
ZOBOV_0093,ZOBOV,0.594070351758794,22.238895631047292,2.1227642247010894,-0.44713919996409945,238.41798696831404,0.5252196800731994,-1180.2246777910939,-1919.777985078234,20.65842950686362,2253.642512193943,0.8,0,0.36832299756010134
ZOBOV_0094,ZOBOV,0.5140201005025126,104.86923157753021,2.1552493339397816,-0.7626297798224334,112.75902181879887,39.97554216539665,-590.9309820127517,1408.58846964005,1280.6316869005584,1993.323460906238,0.8,1,0.3558133484371092
ZOBOV_0095,ZOBOV,0.5377386934673367,17.22473471618685,2.1129830883747105,-0.39516536950654774,169.03306156153812,4.084368869049314,-2028.775455231249,393.13923340523354,147.56304583640198,2071.7777769557556,0.8,2,0.13022963821655612
ZOBOV_0096,ZOBOV,0.2234673366834171,21.08095134075771,2.1438570412203695,-0.42101790740748396,255.12800437782172,7.2913783674933725,-238.5110149353278,-898.1567173506672,118.90219103219596,936.8621692649689,0.8,2,0.16213914248671088
ZOBOV_0098,ZOBOV,0.21753768844221105,42.26394439046982,2.727200173505966,-0.5820491640057895,254.06650720530808,-29.684715904766808,-217.8418825817793,-763.0466713706761,-452.34297085378347,913.405425743393,0.8,3,0.1686321474655926
ZOBOV_0099,ZOBOV,0.5733165829145729,45.66345409577728,2.0060594448141416,-0.5970963648881988,9.90029082834987,-22.048182057832083,1997.206792480784,348.57883148592776,-821.1058050471166,2187.363005258512,0.8,0,0.17028099460736212
ZOBOV_0102,ZOBOV,0.398391959798995,78.41983500381222,2.1473325954069056,-0.7143848111655959,124.47449943582208,1.7240486868085902,-902.07878630669,1313.7850456395192,47.968464050699424,1594.3896187550795,0.8,2,0.16160521074370826
ZOBOV_0103,ZOBOV,0.588140703517588,39.10126002929679,2.3315237428724145,-0.5640854245548445,248.94027960975464,33.767746725455844,-667.5747920636368,-1733.6884280715337,1242.1587412190065,2234.790819520865,0.8,1,0.3914082753630439
ZOBOV_0104,ZOBOV,0.29462311557788945,39.069176260943095,2.400619299300067,-0.5634376340160552,86.01129356597869,51.40535218992402,52.605694079524866,754.4334426527093,947.5386807248086,1212.3393625186466,0.8,2,0.1935860395016415
ZOBOV_0105,ZOBOV,0.3272361809045226,96.47189391102613,2.744142645886645,-0.7574137286673452,22.824218977162207,-25.12908656822626,1113.9349355949873,468.8092926286145,-566.8823011032207,1334.9115090139994,0.8,4,0.17088841544679084
ZOBOV_0106,ZOBOV,0.5911055276381909,68.74792724206586,2.189209725350039,-0.6812910972770782,245.4221811517368,12.883416895948542,-909.9392228132209,-1989.5141889206632,500.3903563836431,2244.225168269067,0.8,1,0.30906916940602136
ZOBOV_0108,ZOBOV,0.4221105527638191,23.314001135339492,1.6377302189067815,-0.45096112580116887,202.46075588628287,7.496667772076663,-1537.9020807052443,-635.786150590905,218.9899206805962,1678.4884344196162,0.8,1,0.2261200744573849
ZOBOV_0109,ZOBOV,0.5555276381909547,32.772036008785946,2.042193287763009,-0.5263296480237035,173.1925570631946,11.596121827578159,-2071.70027259924,247.308253709804,428.13113305150426,2129.882545805924,0.8,1,0.29031155444501
ZOBOV_0110,ZOBOV,0.5792462311557789,29.288593942861983,2.549410721309629,-0.5030097636405731,347.0669914102789,14.083548765725638,2085.7774594422103,-478.9716422185859,536.8941684337913,2206.385458723154,0.8,1,0.13007358062717989
ZOBOV_0111,ZOBOV,0.6,24.88774168341299,1.2406784208393697,-0.4699391623167346,222.80582366003927,-14.885980663047157,-1611.237476883148,-1492.3264924375412,-583.7779747029442,2272.4263003873148,0.8,1,0.3952279136414516
ZOBOV_0112,ZOBOV,0.30055276381909546,30.75906104489972,2.823019913366728,-0.5083181238308787,55.123696562045495,15.727502685932414,679.6312234472545,975.0876836959457,334.7071683307775,1234.7969384931046,0.8,0,0.25203082687638284
ZOBOV_0113,ZOBOV,0.30055276381909546,37.44120278528419,2.484737782830154,-0.5535839668125974,280.9436473010887,-18.940771404137553,221.7254341846835,-1146.698703206825,-400.8034371251608,1234.7969384931046,0.8,3,0.22817313937630446
ZOBOV_0116,ZOBOV,0.5673869346733669,8.976321587788506,1.9491873514034308,-0.2854744779421168,336.32625045264484,38.54383842473608,1553.160516071379,-680.9412599555932,1351.0789142689862,2168.2718512159136,0.8,2,0.22921522775016648
ZOBOV_0117,ZOBOV,0.4814070351758794,22.839146692298975,2.444607203220027,-0.44875222656777325,187.53819256966057,-8.812188750030366,-1845.2738874204608,-244.18637934414753,-288.55929865182935,1883.594748424262,0.8,1,0.11547048529095849
ZOBOV_0119,ZOBOV,0.4814070351758794,36.59262114884449,1.8802242131061941,-0.5494299349044389,291.05631611950366,-7.34739810375336,671.1912952880396,-1743.3893574537337,-240.88372659455428,1883.594748424262,0.8,3,0.30205629768491893
ZOBOV_0120,ZOBOV,0.582211055276382,47.453226747789216,2.431116522164983,-0.6051595251576969,193.25300117749413,57.83075111277864,-1148.3578102817298,-270.46585804415474,1875.6883583947892,2215.870993225993,0.8,1,0.2694338108940134
ZOBOV_0121,ZOBOV,0.39246231155778893,48.37138820543947,2.174170846022977,-0.6115415326718916,207.88934429844568,4.50533257850406,-1386.1621292597288,-733.6050355266451,123.57618487280607,1573.1792238049782,0.8,2,0.3784216372835677
ZOBOV_0122,ZOBOV,0.2827638190954774,9.344166001580712,1.9208193115552599,-0.2714087176113646,73.28613252491346,-6.669990860058345,333.4042369602082,1110.3177658031482,-135.5702824617852,1167.194597214998,0.8,3,0.16254137091842535
ZOBOV_0123,ZOBOV,0.4665829145728643,23.98970903645225,1.9354583738942386,-0.45845011527806173,324.5115613532671,27.21190396142388,1327.3021558543733,-946.3513896483372,838.1993348274082,1833.000297471366,0.8,1,0.1989838714744764
ZOBOV_0124,ZOBOV,0.2234673366834171,48.34192178769226,2.1958787161922473,-0.6138907007419389,303.03688151251174,47.729411540989446,343.55213653751656,-528.279113148483,693.2559644831217,936.8621692649689,0.8,0,0.357553346784658
ZOBOV_0125,ZOBOV,0.5466331658291457,30.23619943938149,2.714673697473026,-0.509124902388424,118.07255157839805,16.624351187513966,-947.3398093312562,1776.2573161490022,601.0607752994548,2100.9085708617163,0.8,1,0.27157823467648257
ZOBOV_0126,ZOBOV,0.2471859296482412,43.68280219140129,1.991974310690664,-0.5897000907771582,49.7002379595301,-27.78848245910873,589.3149899158159,694.9022346977305,-480.15707580764223,1029.918487345248,0.8,0,0.1533047588189518
ZOBOV_0127,ZOBOV,0.4873366834170854,55.24102713360268,1.9831187493953086,-0.6388920911728837,101.05865846059707,51.49198559045081,-227.3557289701866,1163.2841523084626,1489.6903767778804,1903.706402041083,0.8,0,0.22952110618379656
ZOBOV_0128,ZOBOV,0.43100502512562816,8.953674373490541,2.033544007310413,-0.27588938081881753,246.51723656705522,55.33708591189114,-387.474853867877,-891.864777833608,1406.2662519832893,1709.7205373356348,0.8,1,0.3484514733628017
ZOBOV_0129,ZOBOV,0.5021608040201004,54.17633243864386,2.578752476921291,-0.634450773401352,103.18289202050873,18.436392488982143,-422.68678170314473,1804.5577879995492,617.8520117103748,1953.671936132304,0.8,1,0.13845556270245737
ZOBOV_0132,ZOBOV,0.1641708542713568,66.24444091581383,2.173139896076604,-0.6887244102031918,67.31690758809971,50.492828143194984,171.443366752746,410.18851696823634,539.1757851765211,698.8261405935211,0.8,2,0.3934513137222103
ZOBOV_0133,ZOBOV,0.5229145728643216,87.4085998267488,2.3871990417306,-0.7299305773305096,269.259287680604,54.249606578317284,-15.278710847357972,-1181.7771295299424,1641.7054039954066,2022.8759864096733,0.8,2,0.3739974675344411
ZOBOV_0134,ZOBOV,0.5911055276381909,45.91323572591279,2.237855744220869,-0.5981087074580392,309.08079918278537,-6.7336703422821245,1405.0354183214454,-1730.0799658011429,-263.14519012917515,2244.225168269067,0.8,2,0.31070219297558904
ZOBOV_0135,ZOBOV,0.43693467336683417,28.637566506743397,2.240016774425389,-0.4953465809174625,293.85778677210675,27.558309655553025,620.4998193731328,-1403.0272527236832,800.5945542849142,1730.4499813858004,0.8,2,0.10910252272906738
ZOBOV_0137,ZOBOV,0.3598492462311558,14.572210920411152,2.367491061356553,-0.3540468135003545,152.66705417556565,23.000602868395347,-1189.948278839547,615.0448778286724,568.6001523065001,1455.184950877194,0.8,7,0.15984849404909407
ZOBOV_0138,ZOBOV,0.5051256281407035,18.843103439473154,2.5849384423209725,-0.4110186861729663,186.08443261752177,-19.644571201821115,-1838.904225230862,-196.01684349830282,-660.1353677342652,1963.611483018117,0.8,3,0.15922430724794792
