VoidID RA Dec Redshift Radius_Mpc AspectRatio Ellipticity Prolateness DensityContrast x_Mpc y_Mpc z_Mpc
36 109.660957 -18.678049 0.060806 16.208621 1.644875 0.243821 -0.143296 -0.572410 -118.576323 331.883256 -119.140470
37 35.161961 26.713760 0.070837 6.823332 1.506887 0.202198 -0.945787 -0.609765 316.493277 222.946912 194.825008
38 246.323890 -60.375927 0.090836 48.053503 2.543976 0.435662 0.567003 -0.857605 -110.314945 -251.589425 -483.107654
39 158.454898 -21.679810 0.097761 13.619319 1.505631 0.201798 -0.978974 -0.589528 -516.977792 204.113215 -220.958067
40 43.933765 4.530087 0.259666 31.485387 2.109964 0.356906 0.523780 -0.448293 1140.511767 1098.834251 125.479163
41 178.263688 35.552334 0.181530 6.903607 2.433817 0.417558 0.786609 -0.390195 -903.185078 27.378834 645.777679
42 12.379868 -21.253501 0.171316 39.835023 2.332962 0.399933 -0.134320 -0.609802 954.142058 209.430294 -379.947343
43 327.355345 14.583031 0.060988 17.240335 2.429069 0.416751 0.071085 -0.701345 304.069731 -194.794784 93.948989
44 93.160793 50.529817 0.262238 9.431822 2.347807 0.402594 -0.046033 -0.540535 -56.235318 1018.344695 1238.545719
45 238.508022 13.398732 0.225160 9.919784 2.770438 0.469558 -0.221583 -0.335690 -700.029810 -1142.703936 319.220716
46 112.215987 -32.281612 0.048270 16.534376 1.877965 0.305064 0.774849 -0.445330 -94.404141 231.145899 -157.729603
47 187.224488 -72.026333 0.221115 19.674919 1.988093 0.330677 0.787867 -0.512282 -414.142448 -52.498193 -1286.811376
48 196.815701 47.748263 0.176755 17.471705 1.949828 0.321994 -0.328367 -0.424554 -696.047417 -210.357244 800.469655
49 66.547604 -73.228109 0.052066 24.350610 2.590968 0.443047 0.230140 -0.369050 36.583539 84.327910 -304.999203
50 349.050466 48.538720 0.153741 28.968581 2.619051 0.447369 0.853815 -0.589369 611.460183 -118.296993 704.904757
51 279.047816 3.317805 0.160868 14.595196 2.439381 0.418500 0.924117 -0.452527 154.518467 -970.349318 56.961287
52 338.219619 61.418249 0.074759 24.064843 2.732289 0.464136 0.017918 -0.511227 203.200983 -81.193895 401.652358
53 322.137846 36.695807 0.285338 22.859238 1.787675 0.282556 -0.094350 -0.282233 1105.116330 -859.137834 1043.208743
54 215.243992 84.789783 0.259493 10.696656 2.925781 0.490547 -0.442611 -0.640161 -117.746764 -83.196674 1581.075941
55 331.874725 -17.372117 0.210636 6.921536 2.868187 0.482962 0.917744 -0.333589 1084.700720 -579.791317 -384.780202
56 31.857301 32.301642 0.154820 11.685819 2.553140 0.437118 -0.714371 -0.449124 680.031477 422.579503 506.172496
57 70.553830 -11.311220 0.141177 46.134125 2.971611 0.496426 0.159659 -0.639329 281.974811 798.656153 -169.414182
58 16.281824 -2.306707 0.205763 46.408764 1.596242 0.229656 -0.434899 -0.763803 1207.432630 352.662261 -50.669201
59 117.118919 14.774233 0.177267 7.067801 2.049112 0.344071 -0.441983 -0.407905 -478.037066 933.406193 276.573355
60 139.923824 48.361710 0.046814 22.272166 1.964770 0.325411 -0.190063 -0.445900 -145.617395 122.517784 214.054541
61 97.685651 75.504417 0.168376 43.329757 2.547483 0.436220 0.997586 -0.363682 -34.484910 255.537846 997.365461
62 298.345503 32.448874 0.247729 11.778443 1.838835 0.295486 -0.890067 -0.357535 607.262373 -1125.666030 813.221895
63 128.431198 -9.466240 0.153995 11.295982 2.561889 0.438500 0.157084 -0.519526 -577.655816 728.005588 -154.955811
64 101.136423 -9.049401 0.044028 10.841004 2.807106 0.474667 -0.834856 -0.473684 -51.380923 261.012347 -42.368819
65 195.370590 28.370068 0.242295 24.140260 2.536973 0.434545 -0.690958 -0.576393 -1257.715561 -345.738112 704.390289
66 50.732721 -31.496448 0.084368 61.552483 2.372392 0.406949 -0.120874 -0.991208 278.578467 340.753226 -269.677480
67 288.790913 -51.173839 0.099828 6.951224 1.863742 0.301613 0.020920 -0.435143 123.346439 -362.516233 -475.818895
68 26.838232 -16.903203 0.074471 25.286627 1.920151 0.315104 -0.482415 -0.466367 388.985651 196.816689 -132.476353
69 355.279297 -25.183710 0.119158 10.371694 2.758739 0.467907 -0.367086 -0.555211 657.500334 -54.295557 -310.220226
70 278.008117 -24.040592 0.234323 9.888186 2.570631 0.439875 -0.826066 -0.319313 182.400181 -1296.511983 -584.040656
71 71.537645 -32.193786 0.170234 11.559330 2.243284 0.383341 -0.393560 -0.387917 279.121483 836.031264 -554.910537
72 1.987962 -66.321537 0.085318 21.389456 2.091728 0.353112 0.933117 -0.583844 209.508228 7.272118 -478.048657
73 293.566114 -74.633851 0.267014 23.895518 1.448568 0.183196 0.889415 -0.543369 173.074448 -396.791255 -1575.249896
74 254.468644 77.276627 0.267487 11.806438 1.830550 0.293424 -0.330243 -0.278716 -96.513214 -347.277276 1596.357494
75 262.442580 -8.305647 0.265056 7.880156 3.023459 0.502915 0.141708 -0.335746 -211.044612 -1590.722647 -234.256320
76 277.657325 -13.376371 0.094475 7.108777 1.746709 0.271856 0.819191 -0.402437 74.930335 -557.322717 -133.722577
77 26.656075 21.056879 0.151835 40.997597 2.334683 0.400243 -0.987632 -0.681250 774.784221 388.931920 333.769068
78 129.047662 -34.297654 0.295947 34.215746 2.661869 0.453831 0.621367 -0.598957 -942.324070 1161.696058 -1020.297438
79 41.712861 64.147865 0.238443 7.126350 1.756922 0.274553 0.896739 -0.454624 474.864416 423.280013 1312.849424
80 310.717233 34.938023 0.037335 9.450803 2.332776 0.399900 -0.817349 -0.631356 122.152170 -141.928628 130.816574
81 224.387326 -55.202890 0.047605 7.707332 2.634058 0.449651 -0.677105 -0.203587 -118.780662 -116.267156 -239.175495
82 119.123289 -9.487850 0.155261 29.214485 2.263891 0.387234 0.921493 -0.553576 -455.994166 818.476755 -156.583804
83 22.881006 49.308987 0.275489 12.014936 3.406253 0.546100 0.075080 -0.400297 1012.444823 427.277972 1278.010307
84 111.953636 62.805976 0.175449 9.972140 1.591452 0.228232 -0.971607 -0.430582 -183.401293 454.993829 954.783970
85 117.065996 -3.738163 0.164409 10.304899 2.682383 0.456873 -0.484736 -0.500798 -456.723513 893.823687 -65.581096
86 262.658224 13.110087 0.058478 17.067900 2.189771 0.372996 -0.100113 -0.496602 -44.528307 -345.598302 81.152714
87 229.520690 -41.753874 0.207331 61.462789 2.567659 0.439408 0.385818 -0.970910 -614.320255 -719.802767 -844.730240
88 319.396587 79.215300 0.251968 12.113372 2.435414 0.417829 0.466321 -0.213142 219.009261 -187.736268 1514.364334
89 169.997373 -32.456328 0.132713 25.128088 1.965629 0.325607 0.990843 -0.661912 -674.725707 119.004244 -435.748477
90 43.053929 62.308620 0.239415 15.599362 2.350490 0.403072 -0.424978 -0.570192 497.397036 464.706284 1297.021064
91 256.768123 17.415162 0.290409 7.014588 1.515731 0.205002 0.076440 -0.446635 -388.049844 -1650.328452 531.779060
92 273.882618 12.443313 0.085017 17.416265 2.500190 0.428603 0.066647 -0.351814 34.393487 -506.767496 112.078977
93 202.059791 1.454152 0.171299 8.162189 2.378155 0.407961 -0.188709 -0.409766 -971.006288 -393.491206 26.596232
94 277.548185 -32.592491 0.107527 30.555940 2.514355 0.430906 -0.661676 -0.702783 72.809465 -549.471594 -354.371010
95 177.766415 -40.311582 0.244071 10.430580 2.682139 0.456837 0.954913 -0.302796 -1137.814382 44.378376 -966.066236
96 188.183819 -33.988575 0.185950 6.851000 2.405939 0.412790 0.706634 -0.328282 -933.702631 -134.279444 -635.996212
97 153.914767 -38.838215 0.201337 41.651981 2.318127 0.397250 -0.003334 -0.608546 -861.759393 421.896205 -772.505926
98 9.150886 33.998344 0.245437 63.761994 1.906464 0.311879 0.206491 -0.756642 1229.091631 197.988331 839.667588
99 38.840914 -17.442557 0.136912 16.154833 1.974003 0.327506 -0.545478 -0.231725 622.442271 501.188657 -251.087253
100 11.314507 -62.167299 0.277074 43.231407 2.733585 0.464322 0.087574 -0.455726 776.091972 155.282835 -1499.090027
101 229.107748 69.752305 0.173918 9.286311 2.833426 0.478273 0.389940 -0.488319 -241.071508 -278.376619 998.312491
102 113.168153 50.136334 0.072648 7.400974 2.163647 0.367818 0.030334 -0.243119 -112.085286 261.916534 341.166277
103 183.085449 58.815522 0.217893 16.139815 2.277292 0.389740 0.980570 -0.432732 -689.279686 -37.154489 1140.485475
104 326.723931 81.815848 0.244181 24.732697 1.897046 0.309642 0.222683 -0.485586 177.800994 -116.687147 1478.733905
105 89.745202 -40.708397 0.115526 16.126730 2.727994 0.463518 -0.258053 -0.640178 2.382679 535.784535 -460.988589
106 147.737852 -11.976821 0.261438 9.638181 2.525058 0.432633 0.544304 -0.439325 -1323.147340 835.236061 -331.929237
107 271.998410 31.096228 0.274659 63.516796 3.035378 0.504384 -0.659075 -0.907658 50.178575 -1438.070663 867.898414
108 82.367340 23.081571 0.104764 11.975845 1.907562 0.312139 -0.230968 -0.357013 78.319285 584.434281 251.286595
109 27.712768 -43.805161 0.295551 11.495002 2.107688 0.356435 -0.306082 -0.329104 1155.307931 606.878668 -1251.680512
110 104.310523 39.173163 0.067992 11.035188 2.351470 0.403247 -0.136386 -0.640213 -79.712715 312.485643 262.767005
111 58.039663 -33.443805 0.084544 25.940487 2.517487 0.431412 0.563560 -0.546757 228.467813 366.188769 -285.071545
112 334.691155 -33.529398 0.079741 9.776531 2.172624 0.369607 -0.031654 -0.311138 367.654689 -173.859020 -269.482566
113 290.923337 4.240828 0.271377 43.449207 1.909707 0.312646 0.588029 -0.694537 591.315981 -1546.612998 122.780505
114 228.025352 10.712435 0.206659 29.525552 2.611454 0.446206 0.152978 -0.498535 -830.884956 -923.612769 235.023496
115 313.725812 9.216904 0.071068 7.763128 2.547345 0.436198 -0.315861 -0.373107 296.663963 -310.161232 69.644592
116 289.321948 -54.788216 0.148887 9.420067 1.892382 0.308528 0.619957 -0.386484 173.789044 -495.654868 -744.249230
117 67.165221 49.018531 0.196130 61.986354 2.801068 0.473832 -0.523421 -0.842029 305.398384 725.281356 905.881955
118 321.321239 -27.956425 0.052535 25.469330 2.726971 0.463371 -0.551234 -0.662678 221.640624 -177.432766 -150.682698
119 194.163207 -47.814124 0.268252 28.166950 2.312610 0.396246 0.009006 -0.673405 -1068.642987 -269.678190 -1216.099158
120 290.678456 51.031894 0.246973 23.914576 2.290730 0.392232 -0.478302 -0.458424 335.562338 -889.050828 1174.822547
121 322.592868 65.686042 0.166406 25.529074 2.480514 0.425372 -0.981826 -0.539522 332.980111 -254.648201 927.803392
122 114.481251 46.406927 0.291124 49.115084 1.914210 0.313708 0.296595 -0.732214 -508.946703 1117.750754 1290.014385
123 39.618693 38.245491 0.142795 15.322386 2.270904 0.388548 0.022188 -0.507307 528.535045 437.532740 540.819374
124 82.056659 18.088399 0.295710 9.504607 1.397938 0.165950 -0.108964 -0.451803 237.665889 1703.300515 561.732421
125 153.758804 5.837921 0.210338 11.624087 2.609474 0.445903 0.933937 -0.332489 -1148.282198 566.050779 130.896214
126 294.485316 -55.692699 0.201361 10.423761 1.634294 0.240783 0.142398 -0.461703 287.791696 -631.930380 -1017.640723
127 309.863010 -10.550004 0.074808 45.329580 2.860259 0.481900 0.726863 -0.824078 288.399395 -345.374670 -83.800138
128 2.502767 -14.751245 0.268120 7.067214 2.126843 0.360377 -0.721100 -0.328639 1584.837687 69.272191 -417.688201
129 183.869029 -28.717568 0.145422 8.176675 2.174225 0.369925 0.138413 -0.431813 -778.508726 -52.650640 -427.505723
130 150.267961 26.541136 0.073803 8.561026 2.007798 0.335062 0.735959 -0.411068 -350.777161 200.339808 201.767409
131 79.958812 -0.472611 0.033404 8.351486 2.143676 0.363802 0.166212 -0.251878 35.632461 201.235692 -1.685777
132 43.151532 -56.919819 0.181134 7.233692 2.826304 0.477302 0.436028 -0.406309 441.287294 413.694430 -928.583146
133 121.541462 -34.030462 0.172398 12.984763 1.263768 0.116517 -0.255913 -0.418467 -457.269783 744.985829 -590.283124
134 339.447493 21.501004 0.224225 29.431379 2.769678 0.469451 -0.815101 -0.688628 1195.151885 -448.097765 502.810490
135 116.353056 -57.966518 0.270370 11.427255 2.394101 0.410742 -0.084199 -0.457671 -389.479367 786.217896 -1402.311177
136 186.764624 44.620988 0.051440 9.362107 1.776083 0.279560 -0.211041 -0.359263 -222.448101 -26.386041 221.063357
137 253.086825 -0.556176 0.227504 9.431367 1.828766 0.292978 0.734120 -0.576273 -404.920869 -1331.650564 -13.511276
138 130.906657 -2.225174 0.080601 13.548630 2.929449 0.491023 -0.512009 -0.431530 -322.675744 372.419627 -19.146896
139 349.841550 10.650380 0.261708 47.853882 1.880689 0.305722 0.933468 -0.698825 1548.932823 -277.537534 295.923770
140 346.481026 40.493512 0.251147 18.560241 1.797551 0.285089 0.916276 -0.485073 1136.154396 -273.164499 997.791270
141 90.641626 -17.720962 0.176014 7.342986 2.713817 0.461471 -0.504737 -0.301357 -11.487117 1025.730436 -327.786440
142 179.009462 20.856725 0.221766 12.081056 2.394313 0.410779 -0.303896 -0.407164 -1267.712785 21.918589 483.067836
143 108.316192 7.554195 0.114875 13.127395 1.883721 0.306452 0.791111 -0.300648 -218.953957 661.428543 92.396384
144 102.542578 -27.771298 0.157215 24.043605 2.345541 0.402189 0.933244 -0.629686 -184.825425 830.771501 -448.180278
145 13.279301 49.223235 0.251842 18.675887 1.848590 0.297898 -0.113122 -0.476477 979.424931 231.152671 1166.803489
146 219.443160 36.502085 0.154002 7.584942 2.699220 0.459345 -0.358006 -0.398440 -584.894777 -481.176312 560.478326
147 180.964448 18.475775 0.126606 10.530883 2.683440 0.457029 0.052188 -0.535907 -734.570958 -12.366054 245.473476
148 18.532350 44.520423 0.163437 8.777071 2.471694 0.423912 0.375538 -0.320199 675.990040 226.607593 701.124653
149 100.312727 47.272448 0.253627 15.467881 2.403556 0.412379 -0.453051 -0.233542 -188.487340 1035.870820 1139.894571
150 326.975719 24.628055 0.120506 11.172151 2.963367 0.495379 0.472946 -0.435492 561.933590 -365.262602 307.244746
151 86.242281 42.378610 0.076916 25.468793 2.258766 0.386271 -0.896685 -0.490514 22.782521 346.878003 317.187671
152 52.162154 23.262414 0.222244 9.905963 1.786142 0.282161 -0.901411 -0.415843 766.292960 986.552656 537.017681
153 176.202994 21.117488 0.253014 16.362178 2.438681 0.418382 -0.227425 -0.544075 -1440.866902 95.626657 557.713801
154 354.834163 13.722683 0.057172 15.852201 3.093310 0.511398 -0.293054 -0.650968 338.426330 -30.595757 82.978439
155 87.139898 30.360119 0.094766 10.826559 1.852988 0.298980 -0.368734 -0.501777 24.963126 499.665200 293.049547
156 241.968797 -43.062034 0.068332 7.201546 2.114306 0.357802 -0.017960 -0.543207 -143.546915 -269.618156 -285.455590
157 274.183062 49.617968 0.123944 48.795308 2.425470 0.416138 -0.358533 -0.545555 35.837011 -489.990407 577.641507
158 85.549516 48.046451 0.151595 8.331342 2.237329 0.382207 -0.615484 -0.423996 48.114523 618.182760 689.761655
159 262.157886 -70.305931 0.232183 22.562122 1.865970 0.302156 -0.381061 -0.553808 -65.318474 -474.243735 -1337.451616
160 132.401928 40.664874 0.205810 15.806641 2.707634 0.460573 0.949809 -0.379634 -644.075097 705.304575 820.529460
161 227.630099 -47.924313 0.197651 59.463674 3.186908 0.522320 -0.177773 -0.908153 -546.103458 -598.690912 -897.592512
162 228.070696 -19.254348 0.125141 22.054448 2.337344 0.400721 -0.110574 -0.592095 -482.993754 -537.751775 -252.479461
163 192.878886 29.144674 0.257191 14.045234 1.897264 0.309694 0.153090 -0.448532 -1339.752454 -306.324716 766.344077
164 32.504317 -42.724995 0.157248 50.527422 1.639307 0.242225 0.966682 -0.626079 596.044632 379.785452 -652.748155
165 300.708898 39.489296 0.294358 14.364796 2.362082 0.405130 -0.516797 -0.407567 709.773399 -1194.971847 1145.283585
166 115.480823 41.626220 0.201218 7.284596 2.700442 0.459524 0.362564 -0.379802 -395.894579 830.725672 817.778766
167 67.146664 0.855771 0.064091 41.080234 2.448958 0.420115 0.431969 -0.650290 152.274139 361.304001 5.856576
168 14.679051 -80.833025 0.212568 9.070875 2.257930 0.386113 0.214649 -0.378008 200.428602 52.503140 -1283.925923
169 212.721460 -25.209147 0.117778 17.010965 2.023183 0.338446 -0.822843 -0.457417 -548.500805 -352.421434 -306.917003
170 243.923170 13.524070 0.215308 10.724090 1.822026 0.291289 0.353745 -0.533428 -562.998324 -1150.399868 308.056219
171 5.971618 74.232515 0.048803 24.627003 2.592792 0.443330 -0.871811 -0.530095 80.696231 8.441103 287.352686
172 184.353501 15.285388 0.077218 33.667186 2.624400 0.448185 0.192285 -0.709873 -454.408647 -34.593899 124.546946
173 81.538479 -28.711062 0.261049 33.554883 1.640599 0.242596 0.479162 -0.593553 206.119374 1385.541555 -767.261277
174 232.262205 15.545968 0.091338 47.433951 2.894827 0.486498 -0.578060 -0.753819 -329.517301 -425.764813 149.772363
175 62.771914 4.586885 0.256001 30.844099 2.488520 0.426691 0.683244 -0.327393 714.326079 1388.253959 125.255753
176 248.737586 34.034417 0.105405 10.568819 2.818729 0.476266 -0.939292 -0.433256 -193.801780 -498.040969 360.937592
177 139.224725 -51.816850 0.203578 7.720436 1.722040 0.265257 0.687626 -0.548327 -583.073736 502.856830 -979.038238
178 337.222796 31.470252 0.217421 8.454141 1.712562 0.262690 -0.079342 -0.426824 1046.088326 -439.245378 694.452190
179 49.507540 4.734187 0.168417 10.223761 2.199304 0.374864 -0.564824 -0.374742 666.811798 780.944381 85.042976
180 122.783886 67.817206 0.112434 40.279735 2.460005 0.421966 -0.732444 -0.484762 -140.632854 218.354312 636.979298
181 40.850468 -18.436634 0.087414 22.754314 2.977436 0.497163 0.906614 -0.579603 383.782416 331.862459 -169.139033
182 332.889703 15.381439 0.038961 21.560039 2.541323 0.435239 -0.854669 -0.669943 204.582625 -104.736619 63.226820
183 315.842167 59.775111 0.112066 25.354327 2.161819 0.367453 -0.601813 -0.458474 247.617566 -240.443243 592.432209
184 92.858986 -52.653418 0.206354 13.715346 1.848344 0.297838 -0.304355 -0.590925 -38.200934 764.933942 -1003.676872
185 237.594257 60.980774 0.283342 13.195205 2.750892 0.466793 0.240470 -0.492580 -450.674610 -709.992229 1515.913726
186 294.199992 22.072001 0.265225 19.191988 1.873009 0.303866 0.089602 -0.519702 616.433986 -1371.628333 609.765993
187 199.872292 -59.805819 0.236837 19.334242 2.910279 0.488528 -0.748713 -0.501970 -685.364195 -247.723572 -1252.427486
188 190.674208 -23.457759 0.242881 8.287971 2.145137 0.364098 -0.420544 -0.343243 -1339.596334 -252.494857 -591.534872
189 87.066825 24.603994 0.209546 8.753380 2.895124 0.486538 -0.522496 -0.484014 59.647510 1164.118814 533.772673
190 33.516996 -59.916841 0.100277 21.671893 2.530464 0.433502 -0.572914 -0.539912 256.394760 169.813389 -530.877123
191 322.997673 9.458949 0.274943 7.408116 2.204093 0.375798 -0.177711 -0.406988 1325.124619 -998.637410 276.447372
192 324.150501 -17.952828 0.211098 7.055715 2.051133 0.344506 0.408063 -0.387958 995.897617 -719.572753 -398.096680
193 227.916525 13.994635 0.181319 20.654880 2.122528 0.359493 -0.565094 -0.495129 -721.430851 -798.886406 268.274814
194 122.050725 -65.301063 0.059967 19.304894 2.430218 0.416947 -0.266642 -0.451186 -81.354788 129.938755 -333.327103
195 125.715447 47.993903 0.150705 13.963978 2.289754 0.392052 -0.218165 -0.370346 -360.204324 500.992284 685.147558
196 261.344044 71.258524 0.154297 7.158342 2.021367 0.338048 0.952913 -0.364424 -45.648790 -299.857639 893.966440
197 322.959694 69.678010 0.263432 7.774835 2.192639 0.373559 0.909333 -0.362953 446.797705 -337.179275 1511.413014
198 319.351113 29.953941 0.177595 41.540718 2.290322 0.392157 0.600275 -0.819778 714.276759 -613.267171 542.525502
199 280.755197 -47.716725 0.132708 17.664146 1.407398 0.169227 -0.516682 -0.477458 101.940840 -536.672252 -600.693170
200 231.131393 31.099536 0.293736 12.770146 2.442159 0.418969 -0.863925 -0.397825 -965.677996 -1198.120514 928.270282
201 30.290387 -71.957339 0.059895 14.031617 1.867003 0.302407 -0.366192 -0.382343 98.003299 57.246450 -348.428064
202 58.186337 -72.892184 0.144088 30.037484 1.797558 0.285091 -0.466411 -0.644516 136.707785 220.369732 -842.555052
203 323.479508 -20.657420 0.041347 7.956592 1.583954 0.225992 0.011852 -0.475578 190.225376 -140.864689 -89.241836
204 218.314461 -1.301506 0.229774 10.356680 1.541334 0.213012 0.555456 -0.485085 -1102.739648 -871.343317 -31.930966
205 3.310939 32.739125 0.277881 8.183141 1.716712 0.263816 0.716646 -0.357732 1427.665886 82.592168 919.457279
206 36.529755 21.505513 0.105610 7.957148 1.975283 0.327795 0.689728 -0.306291 483.062326 357.835698 236.870783
207 238.860637 -6.211252 0.261752 9.286701 3.040195 0.504974 -0.280649 -0.460396 -823.285923 -1362.659156 -173.268887
208 1.822170 -26.920044 0.108899 15.963699 2.048539 0.343948 0.374469 -0.378932 593.769234 18.889934 -301.650095
209 57.890899 83.852229 0.275908 11.548725 2.329991 0.399398 -0.374332 -0.424267 96.090519 153.127371 1678.355632
210 197.544164 -8.490035 0.233570 33.566105 2.419084 0.415048 -0.878189 -0.614174 -1347.626374 -426.047273 -210.978173
211 249.082271 -5.579451 0.247325 10.410950 2.311317 0.396011 0.403131 -0.449221 -537.688851 -1406.761629 -147.120958
212 234.706053 -42.279850 0.034862 31.496961 2.227914 0.380405 -0.980345 -0.511566 -91.176765 -128.802416 -143.492527
213 80.736951 36.129983 0.289959 10.083888 1.780774 0.280776 -0.181635 -0.393071 230.642209 1414.166199 1046.001851
214 256.384520 22.790607 0.226201 26.904618 2.839262 0.479067 -0.341241 -0.324202 -300.352322 -1240.041669 536.091879
215 85.409671 -33.949417 0.112283 39.191971 2.981770 0.497711 0.386755 -0.729162 45.606512 568.035062 -383.645859
216 117.143891 -56.640619 0.253937 33.005932 1.585828 0.226553 0.532491 -0.545734 -389.767303 760.235450 -1297.657411
217 268.736906 21.161536 0.106011 65.942020 1.849280 0.298068 -0.391811 -0.897485 -13.333129 -604.712054 234.142335
218 233.867844 18.000327 0.265644 9.707104 2.146967 0.364467 0.623254 -0.509732 -911.430388 -1248.410680 502.242983
219 305.720428 -26.967238 0.060397 9.509336 1.873076 0.303882 -0.412166 -0.422407 192.279122 -267.383493 -167.570249
220 236.740641 64.386027 0.219995 13.717236 2.461278 0.422179 -0.107347 -0.439144 -319.116934 -486.560868 1213.704576
221 204.591097 -44.257500 0.175989 33.451254 1.967582 0.326051 0.454037 -0.309067 -701.225077 -320.914118 -751.436883
222 33.722916 -7.777726 0.056064 44.876036 3.124914 0.515141 0.385840 -0.704985 282.670698 188.681310 -46.420139
223 132.377689 62.527436 0.095311 60.304200 2.735111 0.464541 0.974737 -0.915299 -181.319480 198.725519 517.376011
224 95.472852 -9.238553 0.033349 32.953929 2.343921 0.401900 -0.549678 -0.569853 -19.207408 200.472140 -32.757171
225 87.836272 16.084331 0.156567 7.629060 2.669686 0.454994 0.324636 -0.614682 34.750458 919.758703 265.391465
226 350.283800 -11.818447 0.111342 25.977061 2.701252 0.459642 0.219364 -0.554024 657.206822 -112.529682 -139.519808
227 141.515181 -26.844432 0.191557 19.311978 2.033312 0.340655 0.830197 -0.493237 -818.534769 650.737932 -529.232195
