VoidID RA Dec Redshift Radius_Mpc Radius_deg DensityContrast AspectRatio CentralDensity ClusteringStrength
51 358.964820 17.481761 0.118150 12.372906 1.400717 -0.353538 2.332077 0.152515 0.781250
52 153.425269 -44.102992 0.126023 10.692999 1.134994 -0.447623 2.191931 0.152515 0.781250
53 162.499329 -61.318449 0.109564 20.366438 2.485279 -0.417056 2.705850 0.152515 0.781250
54 58.904576 34.161201 0.097158 25.117127 3.454351 -0.889196 1.778620 0.152515 0.781250
55 286.131438 -4.611509 0.091184 23.895502 3.501514 -0.322314 2.010342 0.152515 0.781250
56 249.725601 -62.088588 0.084887 9.859559 1.553498 -0.463997 2.227915 0.152515 0.781250
57 79.477061 81.782505 0.142953 12.851288 1.202513 -0.717149 1.765935 0.152515 0.781250
58 29.657176 -62.182548 0.133062 17.702076 1.779224 -0.402363 2.206135 0.152515 0.781250
59 244.979749 22.958884 0.146503 24.430266 2.229786 -0.731087 2.757332 0.152515 0.781250
60 235.624037 75.320357 0.062430 11.804291 2.527939 -0.376348 2.265157 0.152515 0.781250
61 98.373430 -31.442310 0.123087 13.670233 1.485482 -0.832452 2.328102 0.152515 0.781250
62 342.310882 -45.684295 0.143834 8.626878 0.802349 -0.477788 1.880842 0.152515 0.781250
63 54.380841 -49.220616 0.068123 8.247803 1.619298 -0.575581 2.073983 0.152515 0.781250
64 155.640528 -23.169321 0.056650 22.517958 5.302608 -0.842079 2.146332 0.152515 0.781250
65 339.701731 -52.930829 0.124112 29.552555 3.182249 -0.754864 2.163577 0.152515 0.781250
66 151.101834 22.601698 0.107447 14.469531 1.801009 -0.892558 2.643384 0.152515 0.781250
67 229.869341 -61.094295 0.134183 24.774543 2.468537 -0.618739 2.426199 0.152515 0.781250
68 143.133983 1.079760 0.063977 17.972957 3.752946 -0.719241 1.925454 0.152515 0.781250
69 98.717473 83.410448 0.129527 10.864388 1.121993 -0.540986 2.332843 0.152515 0.781250
70 354.231953 38.898342 0.070163 17.970796 3.422503 -0.721657 2.408358 0.152515 0.781250
71 147.360242 13.322912 0.066366 32.364705 6.496240 -0.720049 2.600936 0.152515 0.781250
72 321.875713 -22.798581 0.066427 14.733697 2.964708 -0.454084 2.733054 0.152515 0.781250
73 82.783658 14.346873 0.131457 32.798147 3.334060 -0.871114 1.954363 0.152515 0.781250
74 76.717693 3.100236 0.116520 4.047817 0.464742 -0.358263 2.015634 0.152515 0.781250
75 11.208270 -8.501380 0.102307 22.623777 2.955808 -0.388642 1.881618 0.152515 0.781250
76 234.600057 -47.610529 0.085883 15.667269 2.439065 -0.499317 2.188685 0.152515 0.781250
77 132.669484 50.642884 0.137720 12.917029 1.254573 -0.544067 2.398799 0.152515 0.781250
78 311.168970 -5.763973 0.089245 15.704238 2.352833 -0.364619 2.555092 0.152515 0.781250
79 170.355566 -37.644113 0.131660 5.552597 0.564194 -0.788802 2.236106 0.152515 0.781250
80 348.549634 -15.336134 0.093913 13.439717 1.913818 -0.852619 2.162937 0.152515 0.781250
81 66.789186 -9.889031 0.087694 17.932353 2.733603 -0.756294 2.304419 0.152515 0.781250
82 312.704340 40.925397 0.096268 31.405946 4.356042 -0.423253 2.008348 0.152515 0.781250
83 279.574867 27.854559 0.080138 11.575781 1.931738 -0.879198 2.885753 0.152515 0.781250
84 277.531864 32.589051 0.124761 10.012190 1.073494 -0.550316 1.776593 0.152515 0.781250
85 304.121962 -77.942230 0.100272 11.671753 1.556859 -0.302737 2.314314 0.152515 0.781250
86 273.968637 -9.653654 0.073221 23.706547 4.323204 -0.386582 2.865973 0.152515 0.781250
87 225.439316 -2.138299 0.139957 17.679853 1.689494 -0.587133 2.260931 0.152515 0.781250
88 47.248156 -74.073698 0.088389 11.509469 1.741497 -0.861815 2.201880 0.152515 0.781250
89 11.709425 -28.709804 0.104355 19.388574 2.484043 -0.401176 2.151658 0.152515 0.781250
90 331.505225 31.371141 0.140647 15.746041 1.497412 -0.540613 2.204774 0.152515 0.781250
91 221.994113 -46.533822 0.112424 24.346125 2.894688 -0.831040 2.670746 0.152515 0.781250
92 286.753425 4.049614 0.061690 10.559476 2.288747 -0.843686 1.595333 0.152515 0.781250
93 173.348047 -34.722076 0.143983 12.733281 1.182951 -0.354224 2.718921 0.152515 0.781250
94 42.230948 -77.358487 0.112771 12.329517 1.462362 -0.498480 1.831704 0.152515 0.781250
95 45.066885 -31.171206 0.083491 7.215942 1.156103 -0.402428 2.178896 0.152515 0.781250
96 246.803503 72.128563 0.063927 17.393739 3.635163 -0.372613 2.130118 0.152515 0.781250
97 154.910122 37.090391 0.129403 17.091441 1.766438 -0.556937 2.435457 0.152515 0.781250
98 72.188902 66.802611 0.112007 15.038400 1.795615 -0.589532 1.779454 0.152515 0.781250
99 176.974037 -1.391961 0.103346 13.339861 1.726337 -0.641744 2.397543 0.152515 0.781250
100 23.115217 -51.308908 0.139389 7.391752 0.709408 -0.709832 2.866184 0.152515 0.781250
101 209.509705 5.504215 0.128860 12.154841 1.261717 -0.639242 1.849939 0.152515 0.781250
102 96.837626 -5.235254 0.065167 12.637808 2.592652 -0.435672 2.315803 0.152515 0.781250
103 287.121276 43.528410 0.081172 10.043358 1.654820 -0.538846 2.060297 0.152515 0.781250
104 111.730305 -53.497879 0.074849 13.837847 2.471801 -0.364486 2.386658 0.152515 0.781250
105 163.879254 -1.347591 0.124395 18.358187 1.973587 -0.633972 2.264636 0.152515 0.781250
106 4.183394 -44.419196 0.053353 38.518674 9.568558 -0.535746 2.066445 0.152515 0.781250
107 26.080880 -20.526964 0.106989 16.368178 2.045864 -0.521215 2.405253 0.152515 0.781250
108 141.297680 28.340740 0.126246 17.061516 1.807409 -0.544982 2.800196 0.152515 0.781250
109 172.777980 -2.749175 0.137677 14.451920 1.404037 -0.478420 2.201620 0.152515 0.781250
110 216.007397 -14.372409 0.084208 5.746923 0.912944 -0.757540 2.474819 0.152515 0.781250
111 104.998528 -12.183742 0.132126 14.802458 1.498468 -0.592582 1.870909 0.152515 0.781250
112 250.193479 -4.652168 0.061063 15.458597 3.382872 -0.837465 1.971960 0.152515 0.781250
113 309.644063 34.752533 0.134645 50.000000 4.955576 -0.669293 2.400613 0.152515 0.781250
114 280.746356 51.643921 0.062749 13.624501 2.902305 -0.607400 2.704126 0.152515 0.781250
115 14.262777 65.598018 0.089729 17.441002 2.598615 -0.508665 2.365575 0.152515 0.781250
116 172.982501 35.016113 0.129730 14.741908 1.519893 -0.329681 2.164974 0.152515 0.781250
117 37.774864 -21.665437 0.064992 8.362113 1.720787 -0.539609 2.258679 0.152515 0.781250
118 87.136206 22.102792 0.072925 26.561468 4.861060 -0.453844 1.883769 0.152515 0.781250
119 355.198534 -7.168845 0.122225 21.845976 2.389783 -0.596240 2.440246 0.152515 0.781250
120 51.298395 -29.383889 0.122004 22.277254 2.441326 -0.519538 2.523591 0.152515 0.781250
121 179.599735 42.980010 0.114115 9.519635 1.115895 -0.857441 2.123264 0.152515 0.781250
122 222.536064 -67.390622 0.119395 30.248523 3.385421 -0.747365 2.117879 0.152515 0.781250
123 252.887389 53.467948 0.104272 7.441889 0.954714 -0.682888 2.338655 0.152515 0.781250
124 201.473526 -4.418736 0.075180 20.115260 3.574866 -0.616504 2.127875 0.152515 0.781250
125 3.517505 15.926437 0.084570 44.847956 7.058678 -0.872611 2.239052 0.152515 0.781250
126 117.526071 18.584799 0.068160 9.141112 1.793614 -0.815986 2.888808 0.152515 0.781250
127 186.376192 52.207523 0.140845 11.301114 1.073319 -0.733911 2.184784 0.152515 0.781250
128 31.631940 15.863076 0.108339 15.766318 1.946156 -0.317080 2.151389 0.152515 0.781250
129 126.225695 13.171536 0.090085 11.661728 1.731321 -0.701192 2.064629 0.152515 0.781250
130 11.953119 -60.076925 0.096201 6.908265 0.960618 -0.610775 2.482149 0.152515 0.781250
131 28.288259 2.109881 0.144728 15.523138 1.434614 -0.782341 2.204524 0.152515 0.781250
132 142.892379 -44.399892 0.065335 8.818911 1.805196 -0.533532 2.064079 0.152515 0.781250
133 47.777671 28.350726 0.108623 19.007743 2.339738 -0.731590 2.655283 0.152515 0.781250
134 204.314705 1.400668 0.100589 9.471981 1.259566 -0.775804 2.684772 0.152515 0.781250
135 248.207389 21.128176 0.111145 32.557814 3.912801 -0.590056 2.078764 0.152515 0.781250
136 288.211212 -66.441748 0.051811 10.139347 2.616290 -0.896697 1.698929 0.152515 0.781250
137 72.054088 -56.141492 0.137212 12.768988 1.244786 -0.895402 2.561145 0.152515 0.781250
138 60.293730 25.635649 0.143212 22.529123 2.103634 -0.768559 2.053502 0.152515 0.781250
139 37.644423 -58.851698 0.106513 8.106110 1.018035 -0.877967 2.496079 0.152515 0.781250
140 229.114890 -59.035533 0.119665 16.806743 1.878281 -0.835185 1.667860 0.152515 0.781250
141 254.331262 -77.364928 0.142250 28.835913 2.709927 -0.696684 2.526671 0.152515 0.781250
142 11.371012 65.923671 0.120724 6.714763 0.744069 -0.418449 1.895540 0.152515 0.781250
143 337.036409 28.360439 0.065254 16.450685 3.368811 -0.556771 2.478121 0.152515 0.781250
144 18.709662 -17.067444 0.107629 17.081425 2.122251 -0.592399 2.263173 0.152515 0.781250
145 194.866681 -24.012055 0.110672 22.174914 2.678610 -0.723907 1.972710 0.152515 0.781250
146 255.261787 -17.493256 0.092413 8.081479 1.169761 -0.340948 2.136780 0.152515 0.781250
147 313.548885 33.319488 0.123644 7.751000 0.838595 -0.661791 2.464787 0.152515 0.781250
148 257.071296 18.828784 0.143437 19.472846 1.815615 -0.847744 2.290660 0.152515 0.781250
149 288.622110 -39.021271 0.142557 17.401259 1.632582 -0.529760 2.434215 0.152515 0.781250
150 122.202069 -40.676041 0.095084 17.001416 2.390704 -0.831697 2.851824 0.152515 0.781250
151 293.337041 -53.437612 0.061324 17.836988 3.885313 -0.692866 1.789619 0.152515 0.781250
152 28.841345 18.699543 0.148484 10.676423 0.961845 -0.595553 2.744055 0.152515 0.781250
153 322.133996 31.920721 0.133890 16.847075 1.682876 -0.375466 2.290198 0.152515 0.781250
154 197.133255 -28.028269 0.062466 17.367253 3.714297 -0.603872 1.989256 0.152515 0.781250
155 294.227197 -73.357436 0.142084 10.494743 0.988059 -0.478645 1.859797 0.152515 0.781250
156 162.834582 -56.684277 0.136990 38.127563 3.718271 -0.304310 2.202155 0.152515 0.781250
157 231.687970 69.344790 0.101884 19.010029 2.494612 -0.821107 2.535386 0.152515 0.781250
158 189.504958 -24.148967 0.109128 8.268048 1.013499 -0.735161 2.220627 0.152515 0.781250
159 263.372228 32.577934 0.089900 20.828599 3.096534 -0.663254 2.712238 0.152515 0.781250
160 29.386794 14.437699 0.055476 9.213865 2.220843 -0.646903 1.823539 0.152515 0.781250
161 21.726750 -13.657695 0.083520 22.233330 3.556780 -0.653387 2.255265 0.152515 0.781250
162 88.957164 -36.059528 0.130285 26.771770 2.746936 -0.355433 1.883173 0.152515 0.781250
163 57.436085 -49.220357 0.050463 9.951358 2.636337 -0.471580 2.367981 0.152515 0.781250
164 313.842084 13.298599 0.083350 24.282071 3.891455 -0.535257 2.524958 0.152515 0.781250
165 78.917035 33.316779 0.089817 18.438496 2.744323 -0.714376 2.132663 0.152515 0.781250
166 351.311492 16.726800 0.103740 22.625561 2.915278 -0.405726 1.477627 0.152515 0.781250
167 121.282485 3.474498 0.141986 38.723502 3.643715 -0.326964 2.318576 0.152515 0.781250
168 65.562450 -66.362078 0.084635 13.268014 2.096351 -0.407281 2.389913 0.152515 0.781250
169 284.291463 69.550018 0.084695 10.290098 1.624964 -0.899061 2.380180 0.152515 0.781250
170 237.134799 36.685940 0.123750 9.614698 1.039303 -0.518159 2.629626 0.152515 0.781250
171 179.350458 -24.478763 0.095222 9.975629 1.401255 -0.869319 1.937575 0.152515 0.781250
172 199.930878 73.727657 0.072460 14.432742 2.662777 -0.745436 2.462956 0.152515 0.781250
173 258.912640 11.757106 0.095244 17.789817 2.497232 -0.864285 2.616644 0.152515 0.781250
174 82.243707 9.488249 0.064086 17.225582 3.591232 -0.537723 1.725315 0.152515 0.781250
175 358.680210 29.745371 0.067639 22.683592 4.477455 -0.488046 2.354787 0.152515 0.781250
176 350.925538 38.575076 0.099837 15.097832 2.022291 -0.831307 2.107637 0.152515 0.781250
177 234.117247 18.237537 0.091893 31.025742 4.507592 -0.669697 2.234435 0.152515 0.781250
178 71.835282 -48.056861 0.141485 13.140799 1.242352 -0.626258 2.363194 0.152515 0.781250
179 244.882167 -18.872603 0.086239 50.000000 7.709604 -0.678568 2.112723 0.152515 0.781250
180 25.991427 58.888931 0.108059 20.509411 2.537516 -0.827385 2.056179 0.152515 0.781250
181 11.034901 -33.419770 0.113226 9.771514 1.154397 -0.648631 2.269137 0.152515 0.781250
182 92.765840 -14.813050 0.051309 8.781120 2.288345 -0.449293 1.932718 0.152515 0.781250
183 166.544264 -7.807556 0.116354 19.092325 2.194149 -0.857395 1.933144 0.152515 0.781250
184 312.578102 -6.960787 0.067804 13.414267 2.644877 -0.851892 2.462703 0.152515 0.781250
185 261.780865 13.054582 0.146107 21.435543 1.961975 -0.687137 1.914253 0.152515 0.781250
186 267.374348 62.393582 0.064866 19.004371 3.913438 -0.334965 2.458785 0.152515 0.781250
187 153.177600 -31.239366 0.091462 14.463609 2.114641 -0.498856 2.397669 0.152515 0.781250
188 124.536597 -49.200192 0.058535 9.822281 2.243752 -0.492798 1.741149 0.152515 0.781250
189 133.573955 -37.233089 0.149687 7.033093 0.628555 -0.682848 2.055622 0.152515 0.781250
190 355.553843 50.700868 0.100220 11.998633 1.601277 -0.543804 2.617124 0.152515 0.781250
191 14.439309 16.955065 0.109539 23.017380 2.808930 -0.893921 1.964542 0.152515 0.781250
192 312.131339 -25.352521 0.056708 16.694796 3.932392 -0.518342 2.119570 0.152515 0.781250
193 208.323147 39.189988 0.124996 8.046046 0.861100 -0.352028 2.397510 0.152515 0.781250
194 157.901551 46.281165 0.070991 16.356750 3.079484 -0.532456 2.493909 0.152515 0.781250
195 261.092758 43.870336 0.139805 18.187033 1.739820 -0.375781 2.183430 0.152515 0.781250
196 175.200819 56.914098 0.070514 9.641932 1.828695 -0.465616 2.079638 0.152515 0.781250
197 314.432366 -29.703911 0.069069 16.198405 3.134418 -0.827665 2.685602 0.152515 0.781250
198 324.252671 30.669416 0.053655 15.442980 3.844755 -0.358528 2.780561 0.152515 0.781250
199 151.819534 -4.526548 0.097207 8.470293 1.165581 -0.860134 2.552549 0.152515 0.781250
200 99.658007 43.156786 0.106484 17.938404 2.252553 -0.579620 2.284487 0.152515 0.781250
201 213.246118 27.192491 0.056571 19.854734 4.684916 -0.814718 2.016412 0.152515 0.781250
202 328.450804 33.565842 0.127553 25.779403 2.701848 -0.892976 2.009758 0.152515 0.781250
203 75.838388 18.199322 0.095329 25.405133 3.560716 -0.646779 2.415646 0.152515 0.781250
204 224.267970 -40.176358 0.102439 7.532414 0.983617 -0.722976 2.384411 0.152515 0.781250
205 227.361679 5.166704 0.094076 9.385235 1.334401 -0.608400 2.679371 0.152515 0.781250
206 263.920688 75.775293 0.090076 19.405719 2.879740 -0.553680 2.454026 0.152515 0.781250
207 47.364367 61.018492 0.105964 19.393601 2.447010 -0.873757 1.807967 0.152515 0.781250
208 257.696987 -66.015087 0.065524 19.405840 3.955861 -0.826198 2.574476 0.152515 0.781250
209 327.251707 -42.095656 0.068193 50.000000 9.714965 -0.564815 1.959473 0.152515 0.781250
210 64.685919 -47.437713 0.136179 19.955314 1.959658 -0.694100 2.143700 0.152515 0.781250
211 85.515597 26.869494 0.144612 26.465262 2.446860 -0.462496 2.333951 0.152515 0.781250
212 349.702234 39.462322 0.087331 24.168523 3.697248 -0.508625 2.857592 0.152515 0.781250
213 65.151703 -34.958102 0.077074 20.774906 3.601273 -0.392637 3.191867 0.152515 0.781250
214 307.578634 0.670685 0.114400 12.812427 1.497982 -0.484504 2.440908 0.152515 0.781250
215 177.220028 42.953615 0.090873 21.922967 3.224065 -0.642041 2.203932 0.152515 0.781250
216 89.003187 27.749260 0.052539 10.192352 2.593575 -0.496220 2.419243 0.152515 0.781250
217 313.469964 4.845802 0.065615 13.324986 2.714793 -0.734771 2.525188 0.152515 0.781250
218 160.309892 10.410266 0.121597 11.767817 1.294489 -0.716212 2.162691 0.152515 0.781250
219 185.334247 0.958093 0.115892 15.626798 1.803315 -0.426609 2.797455 0.152515 0.781250
220 129.324013 -23.885055 0.052710 47.721379 11.936467 -0.632148 2.327913 0.152515 0.781250
221 213.462307 7.472134 0.072197 5.896846 1.092563 -0.420972 2.408214 0.152515 0.781250
222 58.868594 22.195657 0.073107 21.140281 3.862694 -0.406547 2.458669 0.152515 0.781250
223 140.789353 48.300659 0.117189 6.697218 0.764506 -0.385463 2.385367 0.152515 0.781250
224 348.988436 15.818011 0.051971 11.847114 3.046782 -0.350019 2.510574 0.152515 0.781250
225 92.928036 31.482833 0.060411 25.855556 5.706887 -0.641409 2.073715 0.152515 0.781250
226 236.425199 -42.832448 0.129992 15.489931 1.593757 -0.708680 2.091401 0.152515 0.781250
227 117.068423 -4.409541 0.067854 8.751086 1.724854 -0.550681 1.928845 0.152515 0.781250
228 278.450325 -78.913131 0.115275 10.489747 1.217211 -0.677297 2.390742 0.152515 0.781250
229 47.114518 -30.440431 0.073818 21.069976 3.812925 -0.539355 2.492572 0.152515 0.781250
230 349.135576 26.931403 0.059944 10.411041 2.322253 -0.476648 2.396223 0.152515 0.781250
231 163.364235 79.615383 0.074317 16.714548 3.006121 -0.486957 2.761239 0.152515 0.781250
232 84.978167 -53.287362 0.122227 15.345713 1.679177 -0.675268 2.257213 0.152515 0.781250
233 26.458829 -11.362246 0.135570 10.829242 1.068526 -0.799884 2.459514 0.152515 0.781250
234 61.112846 36.880064 0.133022 43.817016 4.398101 -0.641682 1.931381 0.152515 0.781250
235 187.118621 -36.293997 0.089718 20.594205 3.067951 -0.814444 2.142761 0.152515 0.781250
236 121.321144 6.325110 0.116809 5.449255 0.624087 -0.365942 2.467553 0.152515 0.781250
237 298.398012 27.784194 0.070498 16.465666 3.121547 -0.692474 2.513622 0.152515 0.781250
238 155.119509 13.413135 0.079315 10.774228 1.816714 -0.807324 2.170701 0.152515 0.781250
239 89.537138 -38.605201 0.139634 22.971788 2.199842 -0.884731 2.237412 0.152515 0.781250
240 222.172195 -16.811914 0.051300 10.092472 2.630107 -0.512507 1.803529 0.152515 0.781250
241 254.439798 34.581892 0.058551 14.163695 3.232824 -0.517859 2.151783 0.152515 0.781250
242 60.135087 6.226147 0.070789 19.308470 3.644166 -0.695638 2.526006 0.152515 0.781250
243 60.342918 -81.705949 0.052653 23.125313 5.855272 -0.856973 2.431453 0.152515 0.781250
244 13.201714 31.465262 0.068144 8.230955 1.615513 -0.654223 2.409091 0.152515 0.781250
245 265.104725 -68.337953 0.108304 12.689813 1.567118 -0.713270 2.273823 0.152515 0.781250
246 238.969630 29.437086 0.092142 11.829277 1.716992 -0.493728 2.261010 0.152515 0.781250
247 170.867115 -36.515404 0.139267 10.819884 1.039265 -0.536532 2.060795 0.152515 0.781250
248 303.901362 66.369139 0.131744 36.262252 3.677273 -0.681244 2.468540 0.152515 0.781250
249 290.041255 -15.314580 0.084182 18.366733 2.916344 -0.769264 2.385183 0.152515 0.781250
250 210.727571 -20.251204 0.075942 7.985347 1.406444 -0.307178 2.406497 0.152515 0.781250
251 312.577661 -44.605701 0.087969 23.735722 3.604939 -0.627599 2.101081 0.152515 0.781250
252 74.102836 -22.879328 0.109029 43.342267 5.303041 -0.487035 1.612888 0.152515 0.781250
253 40.291063 48.877181 0.076806 25.135541 4.369662 -0.815668 2.588037 0.152515 0.781250
254 97.109860 83.057841 0.112415 7.017207 0.835045 -0.608646 2.115240 0.152515 0.781250
255 20.551268 -15.270770 0.090941 11.774465 1.731603 -0.883478 2.000059 0.152515 0.781250
256 191.221030 -5.899205 0.105205 28.261650 3.589167 -0.596727 2.466935 0.152515 0.781250
257 337.178049 26.368449 0.093613 10.529865 1.504487 -0.321590 2.141288 0.152515 0.781250
258 14.163675 50.569137 0.079447 18.726880 3.150302 -0.669476 2.576872 0.152515 0.781250
259 43.959569 10.724611 0.144845 22.095351 2.039919 -0.876602 2.443993 0.152515 0.781250
260 162.791650 -12.529873 0.126361 9.436498 0.998976 -0.881427 2.463962 0.152515 0.781250
261 336.195006 -10.064478 0.064011 14.560138 3.040191 -0.667208 1.849105 0.152515 0.781250
262 113.816198 23.031447 0.136847 2.966600 0.290015 -0.803985 2.622475 0.152515 0.781250
263 182.604531 -83.495759 0.098743 8.987695 1.217520 -0.885989 2.337267 0.152515 0.781250
264 14.966229 13.838070 0.139455 13.220467 1.268064 -0.446272 2.148108 0.152515 0.781250
265 53.403552 -16.798934 0.129986 8.037826 0.827205 -0.624886 2.301908 0.152515 0.781250
266 355.186844 36.043171 0.092521 33.928516 4.894010 -0.726453 1.726021 0.152515 0.781250
267 347.442731 -54.490450 0.052247 7.337363 1.878121 -0.359950 2.381487 0.152515 0.781250
268 1.778393 10.160404 0.076868 12.037514 2.094109 -0.830317 1.950080 0.152515 0.781250
269 342.652243 -2.180873 0.104163 16.013314 2.055794 -0.326449 1.853090 0.152515 0.781250
270 230.083178 16.537991 0.113348 30.836124 3.634657 -0.711620 1.802184 0.152515 0.781250
271 312.450586 -60.492684 0.075789 7.316405 1.291277 -0.366958 2.592698 0.152515 0.781250
272 163.706348 9.205014 0.063936 26.832989 5.596826 -0.538234 2.070112 0.152515 0.781250
273 185.614570 7.063493 0.133493 15.076945 1.510616 -0.403976 2.719010 0.152515 0.781250
274 175.984769 6.968301 0.148440 9.182467 0.827518 -0.309592 2.098151 0.152515 0.781250
275 240.071133 11.945158 0.102569 18.898866 2.463496 -0.726957 1.746684 0.152515 0.781250
276 50.274452 20.666992 0.067168 16.569772 3.296666 -0.323319 1.923934 0.152515 0.781250
277 10.790492 37.587912 0.077231 11.111068 1.923988 -0.666311 2.629635 0.152515 0.781250
278 110.854779 -27.410247 0.051839 15.532758 4.002066 -0.668693 2.212122 0.152515 0.781250
279 253.685075 40.549053 0.141430 12.371475 1.170092 -0.695768 2.094405 0.152515 0.781250
280 72.667243 -0.199884 0.061775 15.876005 3.434055 -0.575155 2.306897 0.152515 0.781250
281 242.435676 -57.766713 0.107652 20.886762 2.593902 -0.807513 2.409426 0.152515 0.781250
282 349.168337 -61.993965 0.077406 33.150527 5.710539 -0.567773 2.594111 0.152515 0.781250
283 33.804258 -19.361264 0.105418 8.077985 1.025045 -0.574977 2.693441 0.152515 0.781250
284 242.136763 34.735859 0.115142 43.578630 5.050250 -0.442859 2.150961 0.152515 0.781250
285 159.750079 24.542107 0.132974 5.651982 0.568616 -0.399810 1.861077 0.152515 0.781250
