void_id,survey,redshift,radius_mpc,aspect_ratio,central_density,ra_deg,dec_deg,x_mpc,y_mpc,z_mpc,comoving_distance,completeness,sphericity,n_tracers
VIDE_0025,VIDE,0.49015075376884426,27.24513509203007,1.8183178460009062,-0.485902123259949,313.8576782357221,30.105194340805802,1146.7979492004126,-1193.4625516379278,959.6533317278977,1913.2257879165336,0.9,0.7489515567859133,1
VIDE_0026,VIDE,0.45075376884422114,24.174239979963037,2.1437052545482844,-0.4595435401675011,140.88706696349104,51.12523127699444,-866.0698399260956,704.1605314991414,1384.5782131233511,1778.4757097038514,0.9,0.8606454093751797,1
VIDE_0027,VIDE,0.367035175879397,21.395319257151865,2.264721738222422,-0.43079986048228175,43.064743730883585,1.616402384388838,1081.8388213122512,1011.1189413604695,41.78643644736106,1481.378700787603,0.9,0.782805665743634,1
VIDE_0028,VIDE,0.47537688442211057,32.94203150835099,2.097790174583335,-0.5264490493347649,141.8362777607594,31.385532328767745,-1250.5031978626857,982.7675388991746,970.2750064696322,1863.0684022757696,0.9,0.8242138354219998,2
VIDE_0029,VIDE,0.3965829145728643,8.062460305029601,2.2976917089572377,-0.257629538662924,130.99624749521166,55.85495492142026,-584.6928418104866,672.7011492311747,1314.1986785822523,1587.9265481213872,0.9,0.8966116094194282,2
VIDE_0030,VIDE,0.1848241206030151,23.404738255724606,2.3558926681181602,-0.44235021781782513,145.543075226791,16.452354157082148,-618.8808075541482,424.6602947764096,221.64912534441058,782.6098355402927,0.9,0.7337155581796649,0
VIDE_0031,VIDE,0.36949748743718597,21.41381466781596,2.133770852096125,-0.43108498727101685,230.1756356825724,0.8216417216774232,-954.3625685634381,-1144.4715788023077,21.37110856515172,1490.3287661595186,0.9,0.7152353633351727,0
VIDE_0032,VIDE,0.189748743718593,6.411449453933408,2.3566094505483752,-0.2084820308472083,293.8420134554432,-13.01723235675298,316.0276485136379,-715.1099546543982,-180.74701371493265,802.4495029830481,0.9,0.8464150112419211,1
VIDE_0034,VIDE,0.3768844221105528,19.725935773387448,1.5499777623315434,-0.414419466740585,263.12910574972494,-18.844018950589774,-171.76677417263866,-1425.4752727738262,-490.01291716162234,1517.1012612823613,0.9,0.7416525518830964,2
VIDE_0035,VIDE,0.24391959798994978,33.13698054951465,2.0688698662632676,-0.5245219422658054,139.0052390609311,1.3155398372680018,-767.5316614080461,667.0818878282108,23.35283538516384,1017.17670601168,0.9,0.8755632928954861,3
VIDE_0036,VIDE,0.4335175879396985,27.212823830058642,2.1024646998166627,-0.48423654115929643,202.6506350929861,19.553510029250816,-1494.5010077031886,-623.6509130049477,575.164139009202,1718.5131684453127,0.9,0.7735881102808244,2
VIDE_0037,VIDE,0.4285929648241206,16.551794529399903,2.325116703069581,-0.3821674256003866,244.3191646291803,2.8941665039911797,-736.3168038938903,-1531.2638430101038,85.89911803714958,1701.2671897988705,0.9,0.768889149566508,2
VIDE_0038,VIDE,0.36949748743718597,37.57285931405696,2.1632812942470285,-0.5547246488772868,326.4777418348473,27.748248401043796,1099.5656058087877,-728.401047862813,693.8783922541922,1490.3287661595186,0.9,0.9291894693836321,1
VIDE_0039,VIDE,0.47291457286432165,30.95787472567912,1.6081375145732975,-0.5129289021924164,324.63636949391486,-29.045571049950404,1322.2532797217712,-938.4138476073583,-900.4495074345,1854.6653608010424,0.9,0.8486150182739348,0
VIDE_0041,VIDE,0.1577386934673367,8.948947703687567,2.152373941693157,-0.25397147474050497,287.0996887256207,-11.729314679927672,193.6218077061645,-629.3896887789958,-136.71996290547784,672.5422908766403,0.9,0.8136880451380071,1
VIDE_0042,VIDE,0.24884422110552765,13.507043687145275,2.2249707720018645,-0.3324694431875709,158.2917002405714,48.90537094286874,-632.9037843861862,251.96921175511295,781.0407224961313,1036.3784512233588,0.9,0.7436546541737131,2
VIDE_0043,VIDE,0.21190954773869347,15.439201736698053,2.1296474601523587,-0.3555676611740752,24.574960650951823,-2.4006723492972384,809.6439056891325,370.2560097594094,-37.32458949281307,891.0700824084039,0.9,0.743926097189689,0
VIDE_0044,VIDE,0.31286432160804023,10.894703178118057,2.4333272054283004,-0.29892479870955946,296.5730928906661,51.90286184915119,353.61454027171857,-706.9809934349202,1008.2456601044188,1281.180970546004,0.9,0.8891610185904834,5
VIDE_0045,VIDE,0.4655276381909548,31.51980258597368,2.7610865958896826,-0.5167114457487503,340.0972385791549,-11.765079443540579,1683.9791644907941,-609.6837453403964,-373.0098031334594,1829.38142797096,0.9,0.8780881209995556,3
VIDE_0046,VIDE,0.11587939698492462,19.69706057591709,2.504642251438875,-0.40015706788350014,237.05965806670528,40.2703826728323,-207.15129388099854,-319.71332535385034,322.7366619903982,499.28671318000573,0.9,0.9178843889155401,0
VIDE_0047,VIDE,0.15527638190954776,10.82275209739533,1.847540869275635,-0.28519758698823733,5.557596921624004,37.893085328839916,520.3256174252024,50.62961974138058,406.8741754243631,662.4565654979428,0.9,0.7124726401822141,1
VIDE_0048,VIDE,0.3547236180904523,22.437610496321188,1.8796999449974856,-0.44032448423386417,81.6559324785351,12.420663430532954,203.57242221650552,1387.9641036145395,308.9589959944186,1436.4336898080212,0.9,0.9244502583387262,1
VIDE_0049,VIDE,0.32517587939698495,16.26938747217987,1.7618140994235065,-0.37307308757209784,324.229297003013,23.60911527213488,986.7351229257057,-710.8891054881334,531.5512650342799,1327.2363280427753,0.9,0.8466730810878988,1
VIDE_0050,VIDE,0.21190954773869347,80.23626522547315,2.182233484976376,-0.7277817042403484,39.65879389040499,37.04377322543296,547.5468726227755,453.91736234973996,536.8028895244443,891.0700824084039,0.9,0.7216411591843315,2
VIDE_0051,VIDE,0.4088944723618091,28.922255209620953,2.5558195730251803,-0.4968751610303493,262.7570224294064,-19.921013286264976,-193.41966216606545,-1521.892722243113,-555.9853906374664,1631.774610150337,0.9,0.8609241742369863,1
VIDE_0052,VIDE,0.46060301507537693,8.61807235509794,2.145728922051218,-0.2721759693244156,66.31537576293049,59.1809176587457,373.0113514464722,850.36353498695,1556.5238527853096,1812.4629966520831,0.9,0.778239479678494,1
VIDE_0053,VIDE,0.2907035175879397,19.176220093508153,2.118989776109944,-0.40434068183204874,276.55523933792614,-9.962010623525192,134.64135599587212,-1171.687535401555,-207.1535066879357,1197.4525254442808,0.9,0.7667824175521825,1
VIDE_0054,VIDE,0.3916582914572865,37.1814708836251,2.471934300651144,-0.5524708733050937,315.05767415840137,16.407752017455522,1066.2207663353597,-1064.0764000529314,443.5638938927963,1570.2974990999978,0.9,0.8647057345647366,1
VIDE_0055,VIDE,0.4335175879396985,17.975982838067097,2.1986015637517533,-0.39847530481933036,282.14013644323893,8.87437552267884,357.0828223219458,-1659.9682935886372,265.1124900923542,1718.5131684453127,0.9,0.9028418079961036,3
VIDE_0057,VIDE,0.44829145728643216,22.104045687849734,2.2701497147475336,-0.44081492040569475,259.18210621857816,40.43974130216846,-252.83213467053235,-1323.147297429797,1148.072818716631,1769.9474726934084,0.9,0.9168479904192068,1
VIDE_0058,VIDE,0.3891959798994975,13.332782043133063,2.588484789807811,-0.3395249820904039,101.58436464345202,59.9925190637197,-156.81468271972153,765.0013585265668,1352.1652671246707,1561.463682857309,0.9,0.9142875752082643,0
VIDE_0059,VIDE,0.3818090452261307,26.00766584579308,2.5682650547482924,-0.47300490985813815,108.05270633244486,46.04307828884586,-330.1556348390131,1012.9430493603705,1104.9051603925543,1534.8849396373441,0.9,0.943198523177184,0
VIDE_0060,VIDE,0.5,34.71289036986992,2.2960506102422142,-0.538089701227529,234.50458522931865,19.715558284107807,-1063.9117583031216,-1491.801788579495,656.6253957252877,1946.4166347871185,0.9,0.8067156281589929,1
VIDE_0061,VIDE,0.2611557788944724,14.36566780119056,2.3128044457425116,-0.3449508395576709,62.41820638981232,40.755728253871794,380.24769973386447,727.9100327625035,707.7719809525584,1084.1505919247163,0.9,0.820488618357258,1
VIDE_0062,VIDE,0.2734673366834171,7.279133843792841,2.6044322221624134,-0.23315403867662746,165.01389339808512,49.20707395369499,-714.154680284896,191.17157652098294,856.70031552725,1131.5913174228715,0.9,0.9367468150279517,0
VIDE_0063,VIDE,0.11095477386934673,18.68930538970393,2.0162715852582913,-0.38836133419158947,60.62537366177121,12.671362004364482,229.0695158931269,406.95418430987496,104.99667796553021,478.65316631421587,0.9,0.7473083292059316,1
VIDE_0064,VIDE,0.15527638190954776,19.0917111764845,2.892350455835557,-0.39576948544722934,254.71731177582433,1.8275500344634885,-174.52254343043776,-638.7051339534482,21.126638810018765,662.4565654979428,0.9,0.9375737937533414,1
VIDE_0065,VIDE,0.4384422110552764,11.321915426552879,2.1262720178111376,-0.3141729129108394,325.90049655910605,-23.498538602452847,1318.0865140894111,-892.3950006043445,-692.0715386606588,1735.7084750476201,0.9,0.721882359205184,0
VIDE_0066,VIDE,0.37442211055276386,11.294817953498304,2.248825426682286,-0.30945481444663336,111.51228149324196,33.32337566115209,-462.1229165120159,1172.430316191647,828.5449596464463,1508.1900365823758,0.9,0.8900494432530682,1
VIDE_0067,VIDE,0.23899497487437188,22.614706221565296,2.432213828000381,-0.4371245281639856,308.0666234977563,19.217540004448104,581.0090455516508,-741.8779200131686,328.471698609979,997.9218486452888,0.9,0.8718702597895278,0
VIDE_0068,VIDE,0.44582914572864324,24.26432418733168,2.5227218374423663,-0.4601665618215165,221.99172295571344,22.173491327984486,-1212.3326504950012,-1091.2721399347051,664.7766730826075,1761.4066435461987,0.9,0.7738423337743914,4
VIDE_0069,VIDE,0.4261306532663317,30.078993475084058,1.9875786649578044,-0.5058171291771073,300.01854745420565,-21.054857330121294,790.2529140572187,-1367.7355071708946,-608.0952823972262,1692.6251676687643,0.9,0.7564360437244038,1
VIDE_0070,VIDE,0.411356783919598,26.406665537911366,2.3983846918677134,-0.4771576178396631,272.71918434379415,28.29589727569627,68.52762569592535,-1442.857484558559,777.6410323095818,1640.5058157049261,0.9,0.9317005903241304,3
VIDE_0071,VIDE,0.46306532663316585,28.34750939632404,2.5326583132149487,-0.493734592054332,282.31767804363784,-28.919588153744808,340.02050652638326,-1557.166412176567,-880.5676060407229,1820.928468907439,0.9,0.9373365440075405,1
VIDE_0072,VIDE,0.47291457286432165,16.15699195403173,2.4795008795341076,-0.3798742912627953,19.325139251584087,49.89311025392462,1127.4841246948392,395.3947765462716,1418.5295625387216,1854.6653608010424,0.9,0.7370202511054001,0
VIDE_0073,VIDE,0.3818090452261307,27.741484095077862,2.1184956470223746,-0.48709072427526096,110.9450945781474,58.159985501405714,-289.4557895705838,756.223332876741,1303.9223115747336,1534.8849396373441,0.9,0.9365334505877669,1
VIDE_0074,VIDE,0.34241206030150756,12.166087163364564,2.2628562319795695,-0.320099145524484,282.57737558159215,-29.285587180559848,264.21912627308456,-1184.244780986229,-680.5057368669131,1391.163364199336,0.9,0.8540376484406988,1
VIDE_0075,VIDE,0.30301507537688444,13.468247288001377,2.348391138490936,-0.335717224761281,313.13379462418834,-4.441916811105877,848.041716961098,-905.1664124764438,-96.35360747047658,1244.1000786328957,0.9,0.8173127221483878,2
VIDE_0077,VIDE,0.2463819095477387,47.63886785652488,2.4772808834500903,-0.6100948879227979,149.9461086715831,35.089539671900184,-727.2139757141997,420.7696854150974,590.2529393443588,1026.7842163975,0.9,0.8764036089064171,3
VIDE_0078,VIDE,0.22914572864321608,13.855836080759783,2.146175302173237,-0.335845329130287,122.67438020933129,51.01403075527847,-325.80506914828425,507.9930552691278,745.6271912125617,959.2527276791635,0.9,0.7680623746180544,1
VIDE_0079,VIDE,0.3965829145728643,21.84802152218666,2.4916072579682225,-0.4363946689151083,180.57908006498508,16.88523703774306,-1519.3909766949012,-15.356785310213164,461.22223635873723,1587.9265481213872,0.9,0.8771568543903308,1
VIDE_0080,VIDE,0.32025125628140705,8.543217802724547,2.500441316680939,-0.2604420098282294,185.24489407085926,50.866282989540736,-822.6012215229019,-75.51250917657488,1015.2451731730446,1308.8535710094839,0.9,0.7453978595880879,1
VIDE_0081,VIDE,0.2562311557788945,30.3486547557287,2.400287836714195,-0.5042842262067959,41.947295008483586,1.7281065880601325,791.8047815714372,711.6264537814955,32.11921326600876,1065.0815300726256,0.9,0.9250097525314844,0
VIDE_0082,VIDE,0.4088944723618091,36.46868388268417,2.102103375580969,-0.5482342761667754,119.13054401093137,45.135046096980346,-560.3645957693092,1005.5146832749001,1156.5552817994305,1631.774610150337,0.9,0.8982232479576279,1
VIDE_0084,VIDE,0.3177889447236181,56.16501347931293,2.158176315021295,-0.6463931991147243,199.09167444388075,39.87370359687803,-942.5611459028986,-326.23768328280727,833.1975187607217,1299.6425066257805,0.9,0.9134633539510171,4
VIDE_0085,VIDE,0.45075376884422114,55.84630786427141,2.2422535443668785,-0.6420027091013729,153.34024777805882,38.767616213637666,-1239.242663690357,622.1837969668804,1113.6160888242064,1778.4757097038514,0.9,0.852401755818802,1
VIDE_0086,VIDE,0.411356783919598,16.600964642305613,2.139503307222444,-0.3818259864884662,285.2329521711038,49.54889081270177,279.6539464181671,-1026.9628002988193,1248.359086327663,1640.5058157049261,0.9,0.794824157580163,3
VIDE_0087,VIDE,0.23407035175879398,42.15780068223598,2.916579639751883,-0.5813748852033054,272.3057620925865,-17.826775543606846,37.48148189533822,-930.872828615855,-299.59306466002954,978.6138609956137,0.9,0.8511210620342885,2
VIDE_0088,VIDE,0.46798994974874375,27.801334121118032,2.1205288260740365,-0.4896767255381423,159.05766458980403,25.034971523302914,-1555.1586212143327,595.17435709223,777.7135956749621,1837.821887282631,0.9,0.8264665552472603,1
VIDE_0089,VIDE,0.33748743718592966,16.468240122713624,2.187825971025835,-0.3761707952649656,14.145921419472383,-28.203215644445468,1173.271086268823,295.7052113237365,-648.8630495071371,1372.9639000695324,0.9,0.8455335050691524,1
VIDE_0091,VIDE,0.46060301507537693,9.17533648221416,2.1301063834864737,-0.28172734791802573,46.88400290219819,31.39522136146448,1057.4136703163954,1129.3447032362567,944.1816484836322,1812.4629966520831,0.9,0.7843299746906236,0
VIDE_0092,VIDE,0.2956281407035176,32.42143454193199,2.0185161160949754,-0.52028504586159,81.13495872104698,-5.16775736291244,186.65627070908022,1196.738762230961,-109.54133550554457,1216.1511142146162,0.9,0.816549737529704,1
VIDE_0094,VIDE,0.14296482412060302,12.747932662092584,2.408724533637447,-0.31355701418005216,255.5270402733283,36.50835269705287,-122.90469842856106,-476.16414535916084,364.00170939300807,611.8293084369753,0.9,0.8613936868522787,1
VIDE_0095,VIDE,0.0814070351758794,29.03828175817279,2.198922665271881,-0.4890829643387736,231.4539070231967,43.26817828151886,-160.51252629859573,-201.4590252914803,242.46582182987103,353.7508794699816,0.9,0.711608541501176,1
VIDE_0096,VIDE,0.30301507537688444,32.39691926000255,2.0212939727514083,-0.5202327432975735,185.01884149746138,-11.344953800492618,-1215.1144337278768,-106.71139369611953,-244.73372684611886,1244.1000786328957,0.9,0.7281442419653135,2
VIDE_0097,VIDE,0.275929648241206,47.622732894855055,2.4716503939375745,-0.6095946740900519,241.7480147252497,30.324099294847343,-466.21509919123025,-867.5963921896002,576.1003889869753,1141.0397349107714,0.9,0.7027756514937546,2
VIDE_0098,VIDE,0.05185929648241206,5.796574534395485,1.8628081000018544,-0.18229355634472857,175.9963401449285,41.50195967504072,-169.5732327389278,11.868600317846656,150.40310805825237,226.97365452540456,0.9,0.946881563116931,0
VIDE_0099,VIDE,0.3916582914572865,26.45027642090689,2.158321959596764,-0.4769564323788665,137.60715955728216,8.042746343056045,-1148.319759076504,1048.2969269896344,219.70325318091272,1570.2974990999978,0.9,0.7075223483273625,2
VIDE_0100,VIDE,0.3842713567839196,16.037309955285174,2.848330161946672,-0.37368157848397116,156.59795838875823,-13.774004808962314,-1376.025797704992,595.5177498095799,-367.55756803925874,1543.7574136213434,0.9,0.8764292726549399,1
VIDE_0104,VIDE,0.2660804020100503,45.64719121903437,2.5335781027127906,-0.5998522718053755,103.58071312659916,-11.10676943361078,-254.18813983008485,1052.2375061606579,-212.51170645437608,1103.166626209128,0.9,0.9212898534696273,2
VIDE_0105,VIDE,0.2907035175879397,27.77066184314476,2.3880462236781015,-0.48487184328604616,49.57487968117917,-0.4533297333947033,776.4682421381119,911.537085379408,-9.474261018684073,1197.4525254442808,0.9,0.8340494547746289,3
VIDE_0106,VIDE,0.2808542713567839,14.432508098133624,1.762604476568787,-0.34716406949447165,4.44602272465183,-8.162349168861294,1144.691827417946,89.00420858764689,-164.68040756632658,1159.8968771144964,0.9,0.7907318191615386,1
VIDE_0107,VIDE,0.3497989949748744,12.47558921890439,2.338031174734097,-0.3250453163614183,32.67082446681498,8.530007951370635,1180.7519835398593,757.1805242651906,210.38230761429887,1418.3646598519504,0.9,0.8166595593846225,1
VIDE_0108,VIDE,0.2808542713567839,76.76770170627535,2.488899330464831,-0.7152817028935523,55.157483241293136,10.304337347500613,651.9875123329224,936.6032846124352,207.47852070777347,1159.8968771144964,0.9,0.9489592300770681,3
VIDE_0109,VIDE,0.5,11.452930918793713,2.5107986881094013,-0.32002964102274295,260.44570311674954,56.701592576393054,-177.36557308413225,-1053.7593592659648,1626.8590542575996,1946.4166347871185,0.9,0.9013740045238339,2
VIDE_0110,VIDE,0.43597989949748744,28.106704108727804,2.167100493831473,-0.4912732127740486,20.608360101121438,-13.120602323047667,1574.3935993820169,592.0378407707465,-392.05820688431515,1727.117149548604,0.9,0.838186368023732,2
VIDE_0111,VIDE,0.43597989949748744,98.5529134302503,3.059692782527791,-0.7556675311217502,71.95894510495344,37.15473331918639,426.307584558188,1308.8479733499391,1043.126298331518,1727.117149548604,0.9,0.904191613480438,0
VIDE_0112,VIDE,0.35718592964824125,19.065647662933593,2.274635984206764,-0.40652332808747543,229.6485304871209,-9.60816794940007,-922.7629069468044,-1086.105280785689,-241.25883659223624,1445.4486810749513,0.9,0.9304827529199577,2
VIDE_0113,VIDE,0.275929648241206,29.65320266713108,2.0472496318117663,-0.49940390638089704,83.57813845019645,30.669096612086804,109.77216484180526,975.2814481567799,582.020485337416,1141.0397349107714,0.9,0.8067995179524403,0
VIDE_0114,VIDE,0.4015075376884422,35.56913053150242,2.2476176973040256,-0.5425966983343921,128.79020927736704,-11.669553877366155,-985.0117624142505,1225.536338694502,-324.74039838037703,1605.5042248139364,0.9,0.866316744784149,2
VIDE_0115,VIDE,0.5,21.604247395599696,2.0262578880838364,-0.4380618726364903,59.7199042744298,9.976091659604059,966.5978892557072,1655.4539916737126,337.1918120506398,1946.4166347871185,0.9,0.9302580807342695,4
VIDE_0116,VIDE,0.2882412060301508,58.67085636172868,2.1904594502318195,-0.6569701604703236,259.2044022638225,17.26315377706606,-212.51017534999772,-1114.4825690221526,352.5766100219572,1188.0834302422027,0.9,0.7800117163396371,0
VIDE_0117,VIDE,0.32025125628140705,15.736816539313299,2.045153407754839,-0.36628932363361716,168.9883735694969,58.06461528806726,-679.5875561566202,132.24155689281147,1110.7522651302206,1308.8535710094839,0.9,0.9197183139111887,2
VIDE_0118,VIDE,0.48522613065326636,24.130781143542375,2.347383498423532,-0.46026561013495915,281.8946964393037,-29.49225992275451,340.25331183247556,-1615.3587196445928,-933.6859844157361,1896.5562545938803,0.9,0.9120564483618904,0
VIDE_0119,VIDE,0.44829145728643216,13.38680084376823,2.834208046414528,-0.3438883595446861,122.98497169721911,29.609407147302647,-837.7611588102063,1290.7801371083883,874.503821906579,1769.9474726934084,0.9,0.7305326963013359,2
VIDE_0120,VIDE,0.4285929648241206,120.43374630865081,2.375427014336532,-0.7894718048530774,4.9559476863954455,-3.608134117309902,1691.5472188534466,146.68077906073495,-107.06449705412129,1701.2671897988705,0.9,0.7835773502902119,0
VIDE_0121,VIDE,0.3891959798994975,34.32282598691239,2.4309225345152674,-0.5344936479732338,329.2206789932369,-11.896600118353284,1312.708880859098,-781.8895445666768,-321.8896815576426,1561.463682857309,0.9,0.7134892105137912,0
VIDE_0122,VIDE,0.43597989949748744,16.32355304960344,2.638605940664702,-0.379894630572542,301.4156824475168,-26.63058960536956,804.7453620631569,-1317.5734633953025,-774.1567793795004,1727.117149548604,0.9,0.7704803766972738,0
VIDE_0123,VIDE,0.34733668341708546,31.89250387280747,1.7599790671449245,-0.5173984836561895,111.76083664450574,-2.7586639432339197,-521.8726014654447,1307.3655183950057,-67.82894703197113,1409.3106034171526,0.9,0.7934494078134513,3
VIDE_0124,VIDE,0.36949748743718597,88.38946196169428,2.291762432220855,-0.7389670251663311,272.1419281209657,7.180415935750403,55.26418817261875,-1477.6077273823971,186.28232532369307,1490.3287661595186,0.9,0.9211842178260591,1
VIDE_0125,VIDE,0.47291457286432165,42.298154525138955,1.9190258152704622,-0.5811657594022321,134.50560079460513,43.775320699045096,-938.7345819593729,955.0764823975113,1283.1172580711468,1854.6653608010424,0.9,0.7380177880274144,2
VIDE_0126,VIDE,0.41381909547738693,36.37463516201791,2.6568068939539455,-0.5476902131494845,147.0676447081473,-3.0074452622968835,-1382.3088991819716,895.3634286528644,-86.52774087646884,1649.2242455372382,0.9,0.7497075137006145,1
VIDE_0127,VIDE,0.4335175879396985,20.88611499649459,2.5275494171352575,-0.428590420670329,161.49342835211527,57.334575874637224,-879.5717430069966,294.4127712146251,1446.7073578195786,1718.5131684453127,0.9,0.9042483312687115,2
VIDE_0128,VIDE,0.2710050251256282,12.743679876503002,1.944123531993365,-0.32335265613778363,23.73384708883568,44.21041776271454,736.2986545474271,323.7314250944029,782.4559005403072,1122.129662994588,0.9,0.7634199279042878,4
VIDE_0130,VIDE,0.47045226130653267,16.27930145699024,2.243248143744421,-0.3811751452299792,199.4251260543247,-11.513980254118458,-1706.1166378594114,-601.6596144180857,-368.52445411351994,1846.24986036075,0.9,0.8899836823970777,2
VIDE_0131,VIDE,0.49507537688442216,41.7653349564132,1.8230621408054113,-0.5783226456888937,230.54864112650682,-6.884573129771223,-1217.4264858496736,-1479.4135378240999,-231.32972762691716,1929.8458765480336,0.9,0.7420282550619133,1
VIDE_0132,VIDE,0.13804020100502515,15.216834602114599,2.1846520780732845,-0.34738503525307657,246.25275294707066,17.073317223196753,-227.69573666752396,-517.5453802859209,173.65737970550137,591.4858026005744,0.9,0.8574300768729912,1
VIDE_0133,VIDE,0.322713567839196,48.558007420136896,2.4081714469695585,-0.613394081220514,317.8125260911742,20.524084501925635,914.6215935656535,-828.9639334165493,462.11028794501374,1318.051509064284,0.9,0.8364134659953137,1
VIDE_0134,VIDE,0.49015075376884426,21.943255648355724,2.6877202650859155,-0.4408641292409253,237.50162486499548,55.60896716702142,-580.6136160197767,-911.4378574516244,1578.7975729792824,1913.2257879165336,0.9,0.7079100514019856,2
VIDE_0135,VIDE,0.3596482412060302,110.77108920583555,2.991788896610686,-0.7797479108944793,81.6772377653012,-18.05707219400413,200.16171253374137,1368.2530815700375,-450.82761773272506,1454.4506685690333,0.9,0.9239250574917095,2
VIDE_0136,VIDE,0.49015075376884426,18.58755556977515,1.9827261768382793,-0.40768437195362706,57.61915422755327,33.0055750734673,859.2622810851115,1354.981732102005,1042.1735716871265,1913.2257879165336,0.9,0.844710910293622,3
VIDE_0137,VIDE,0.14788944723618092,24.669085732415052,1.6221641535842437,-0.45275325726926596,184.25035822296,-11.752522179774608,-617.1664167000866,-45.86726710647734,-128.75325008230672,632.1199186080114,0.9,0.8854133557354477,2
