VoidID RA Dec Redshift Radius_Mpc Radius_deg DensityContrast AspectRatio CentralDensity ClusteringStrength
35 223.529586 -45.011769 0.063634 4.344974 0.913404 -0.563736 2.593188 0.152515 0.781250
36 16.467132 -15.362862 0.040671 8.880637 2.918686 -0.833406 2.473506 0.152515 0.781250
37 313.753250 -59.729520 0.129912 3.002984 0.309244 -0.631767 2.474347 0.152515 0.781250
38 350.456029 -71.509488 0.071953 4.117921 0.765597 -0.623785 2.390434 0.152515 0.781250
39 348.796028 -46.858520 0.124623 8.827503 0.947546 -0.381262 2.264776 0.152515 0.781250
40 269.874659 67.854599 0.047785 11.573000 3.236603 -0.572011 2.460750 0.152515 0.781250
41 46.831046 5.684990 0.106605 8.715697 1.093631 -0.671760 2.436436 0.152515 0.781250
42 272.974751 68.692603 0.115866 7.550527 0.871741 -0.313920 2.152679 0.152515 0.781250
43 8.851290 -7.758865 0.029328 6.881865 3.136073 -0.833568 2.086811 0.152515 0.781250
44 7.964479 -22.108872 0.080589 3.819733 0.634075 -0.646471 2.289448 0.152515 0.781250
45 116.499679 0.703823 0.044195 5.581845 1.689205 -0.874785 2.723597 0.152515 0.781250
46 175.911549 -6.948470 0.031407 6.354239 2.704628 -0.456058 1.887159 0.152515 0.781250
47 277.346670 -52.061453 0.198193 13.571916 0.916044 -0.349154 1.818634 0.152515 0.781250
48 245.986336 16.358864 0.078024 9.499609 1.628404 -0.731978 2.308320 0.152515 0.781250
49 160.524974 -34.605561 0.165777 3.313223 0.267376 -0.384995 2.274158 0.152515 0.781250
50 98.505600 13.837907 0.065835 9.407277 1.910926 -0.724669 2.310894 0.152515 0.781250
51 358.964820 17.481761 0.142670 6.598883 0.618756 -0.353538 2.332077 0.152515 0.781250
52 153.425269 -44.102992 0.156841 5.702933 0.486439 -0.447623 2.191931 0.152515 0.781250
53 162.499329 -61.318449 0.127215 10.862100 1.142137 -0.417056 2.705850 0.152515 0.781250
54 58.904576 34.161201 0.104884 13.395801 1.708173 -0.889196 1.778620 0.152515 0.781250
55 286.131438 -4.611509 0.094131 12.744268 1.810656 -0.322314 2.010342 0.152515 0.781250
56 249.725601 -62.088588 0.082796 5.258431 0.849598 -0.463997 2.227915 0.152515 0.781250
57 79.477061 81.782505 0.187315 6.854020 0.489510 -0.717149 1.765935 0.152515 0.781250
58 29.657176 -62.182548 0.169511 9.441107 0.745074 -0.402363 2.206135 0.152515 0.781250
59 244.979749 22.958884 0.193705 13.029475 0.899810 -0.731087 2.757332 0.152515 0.781250
60 235.624037 75.320357 0.042374 6.295622 1.986873 -0.376348 2.265157 0.152515 0.781250
61 98.373430 -31.442310 0.151556 7.290791 0.643551 -0.832452 2.328102 0.152515 0.781250
62 342.310882 -45.684295 0.188901 4.601002 0.325846 -0.477788 1.880842 0.152515 0.781250
63 54.380841 -49.220616 0.052622 4.398828 1.118188 -0.575581 2.073983 0.152515 0.781250
64 155.640528 -23.169321 0.031969 12.009577 5.012843 -0.842079 2.146332 0.152515 0.781250
65 339.701731 -52.930829 0.153402 15.761363 1.374296 -0.754864 2.163577 0.152515 0.781250
66 151.101834 22.601698 0.123405 7.717083 0.836544 -0.892558 2.643384 0.152515 0.781250
67 229.869341 -61.094295 0.171529 13.213090 1.030432 -0.618739 2.426199 0.152515 0.781250
68 143.133983 1.079760 0.045159 9.585577 2.837386 -0.719241 1.925454 0.152515 0.781250
69 98.717473 83.410448 0.163148 5.794340 0.475129 -0.540986 2.332843 0.152515 0.781250
70 354.231953 38.898342 0.056293 9.584425 2.276584 -0.721657 2.408358 0.152515 0.781250
71 147.360242 13.322912 0.049458 17.261176 4.658806 -0.720049 2.600936 0.152515 0.781250
72 321.875713 -22.798581 0.049568 7.857972 2.119884 -0.454084 2.733054 0.152515 0.781250
73 82.783658 14.346873 0.166623 17.492345 1.404187 -0.871114 1.954363 0.152515 0.781250
74 76.717693 3.100236 0.139735 2.158836 0.206686 -0.358263 2.015634 0.152515 0.781250
75 11.208270 -8.501380 0.114152 12.066015 1.413816 -0.388642 1.881618 0.152515 0.781250
76 234.600057 -47.610529 0.084589 8.355877 1.321291 -0.499317 2.188685 0.152515 0.781250
77 132.669484 50.642884 0.177896 6.889082 0.518064 -0.544067 2.398799 0.152515 0.781250
78 311.168970 -5.763973 0.090640 8.375593 1.236026 -0.364619 2.555092 0.152515 0.781250
79 170.355566 -37.644113 0.166988 2.961385 0.237251 -0.788802 2.236106 0.152515 0.781250
80 348.549634 -15.336134 0.099044 7.167849 0.968095 -0.852619 2.162937 0.152515 0.781250
81 66.789186 -9.889031 0.087850 9.563921 1.456132 -0.756294 2.304419 0.152515 0.781250
82 312.704340 40.925397 0.103282 16.749838 2.168588 -0.423253 2.008348 0.152515 0.781250
83 279.574867 27.854559 0.074248 6.173750 1.112268 -0.879198 2.885753 0.152515 0.781250
84 277.531864 32.589051 0.154570 5.339835 0.462162 -0.550316 1.776593 0.152515 0.781250
85 304.121962 -77.942230 0.110490 6.224935 0.753682 -0.302737 2.314314 0.152515 0.781250
86 273.968637 -9.653654 0.061798 12.643492 2.735020 -0.386582 2.865973 0.152515 0.781250
87 225.439316 -2.138299 0.181923 9.429255 0.693374 -0.587133 2.260931 0.152515 0.781250
88 47.248156 -74.073698 0.089100 6.138384 0.921588 -0.861815 2.201880 0.152515 0.781250
89 11.709425 -28.709804 0.117840 10.340573 1.173797 -0.401176 2.151658 0.152515 0.781250
90 331.505225 31.371141 0.183165 8.397889 0.613354 -0.540613 2.204774 0.152515 0.781250
91 221.994113 -46.533822 0.132363 12.984600 1.312159 -0.831040 2.670746 0.152515 0.781250
92 286.753425 4.049614 0.041042 5.631721 1.835134 -0.843686 1.595333 0.152515 0.781250
93 173.348047 -34.722076 0.189170 6.791083 0.480261 -0.354224 2.718921 0.152515 0.781250
94 42.230948 -77.358487 0.132987 6.575742 0.661477 -0.498480 1.831704 0.152515 0.781250
95 45.066885 -31.171206 0.080283 3.848502 0.641283 -0.402428 2.178896 0.152515 0.781250
96 246.803503 72.128563 0.045069 9.276661 2.751566 -0.372613 2.130118 0.152515 0.781250
97 154.910122 37.090391 0.162925 9.115435 0.748456 -0.556937 2.435457 0.152515 0.781250
98 72.188902 66.802611 0.131613 8.020480 0.815215 -0.589532 1.779454 0.152515 0.781250
99 176.974037 -1.391961 0.116023 7.114593 0.820307 -0.641744 2.397543 0.152515 0.781250
100 23.115217 -51.308908 0.180901 3.942268 0.291543 -0.709832 2.866184 0.152515 0.781250
101 209.509705 5.504215 0.161947 6.482582 0.535502 -0.639242 1.849939 0.152515 0.781250
102 96.837626 -5.235254 0.047301 6.740164 1.905617 -0.435672 2.315803 0.152515 0.781250
103 287.121276 43.528410 0.076110 5.356458 0.941449 -0.538846 2.060297 0.152515 0.781250
104 111.730305 -53.497879 0.064728 7.380185 1.525008 -0.364486 2.386658 0.152515 0.781250
105 163.879254 -1.347591 0.153910 9.791033 0.850998 -0.633972 2.264636 0.152515 0.781250
106 4.183394 -44.419196 0.026036 20.543293 10.438918 -0.535746 2.066445 0.152515 0.781250
107 26.080880 -20.526964 0.122580 8.729695 0.952662 -0.521215 2.405253 0.152515 0.781250
108 141.297680 28.340740 0.157243 9.099475 0.774140 -0.544982 2.800196 0.152515 0.781250
109 172.777980 -2.749175 0.177818 7.707690 0.579875 -0.478420 2.201620 0.152515 0.781250
110 216.007397 -14.372409 0.081575 3.065026 0.502652 -0.757540 2.474819 0.152515 0.781250
111 104.998528 -12.183742 0.167826 7.894644 0.629296 -0.592582 1.870909 0.152515 0.781250
112 250.193479 -4.652168 0.039914 8.244585 2.761279 -0.837465 1.971960 0.152515 0.781250
113 309.644063 34.752533 0.172361 27.414240 2.126849 -0.669293 2.400613 0.152515 0.781250
114 280.746356 51.643921 0.042948 7.266401 2.262304 -0.607400 2.704126 0.152515 0.781250
115 14.262777 65.598018 0.091512 9.301868 1.359602 -0.508665 2.365575 0.152515 0.781250
116 172.982501 35.016113 0.163513 7.862351 0.643252 -0.329681 2.164974 0.152515 0.781250
117 37.774864 -21.665437 0.046985 4.459794 1.269647 -0.539609 2.258679 0.152515 0.781250
118 87.136206 22.102792 0.061265 14.166116 3.090403 -0.453844 1.883769 0.152515 0.781250
119 355.198534 -7.168845 0.150005 11.651187 1.039000 -0.596240 2.440246 0.152515 0.781250
120 51.298395 -29.383889 0.149607 11.881202 1.062331 -0.519538 2.523591 0.152515 0.781250
121 179.599735 42.980010 0.135407 5.077138 0.501612 -0.857441 2.123264 0.152515 0.781250
122 222.536064 -67.390622 0.144911 16.132546 1.489034 -0.747365 2.117879 0.152515 0.781250
123 252.887389 53.467948 0.117690 3.969007 0.451161 -0.682888 2.338655 0.152515 0.781250
124 201.473526 -4.418736 0.065324 10.728139 2.196039 -0.616504 2.127875 0.152515 0.781250
125 3.517505 15.926437 0.082225 23.918910 3.885702 -0.872611 2.239052 0.152515 0.781250
126 117.526071 18.584799 0.052688 4.875260 1.237718 -0.815986 2.888808 0.152515 0.781250
127 186.376192 52.207523 0.183521 6.027261 0.439365 -0.733911 2.184784 0.152515 0.781250
128 31.631940 15.863076 0.125011 8.408703 0.899801 -0.317080 2.151389 0.152515 0.781250
129 126.225695 13.171536 0.092153 6.219588 0.902849 -0.701192 2.064629 0.152515 0.781250
130 11.953119 -60.076925 0.103161 3.684408 0.477795 -0.610775 2.482149 0.152515 0.781250
131 28.288259 2.109881 0.190511 8.279007 0.581357 -0.782341 2.204524 0.152515 0.781250
132 142.892379 -44.399892 0.047603 4.703419 1.321600 -0.533532 2.064079 0.152515 0.781250
133 47.777671 28.350726 0.125521 10.137463 1.080339 -0.731590 2.655283 0.152515 0.781250
134 204.314705 1.400668 0.111060 5.051723 0.608507 -0.775804 2.684772 0.152515 0.781250
135 248.207389 21.128176 0.130062 17.364168 1.785516 -0.590056 2.078764 0.152515 0.781250
136 288.211212 -66.441748 0.023260 5.407652 3.107249 -0.896697 1.698929 0.152515 0.781250
137 72.054088 -56.141492 0.176982 6.810127 0.514771 -0.895402 2.561145 0.152515 0.781250
138 60.293730 25.635649 0.187781 12.015532 0.855970 -0.768559 2.053502 0.152515 0.781250
139 37.644423 -58.851698 0.121724 4.323258 0.475144 -0.877967 2.496079 0.152515 0.781250
140 229.114890 -59.035533 0.145397 8.963596 0.824701 -0.835185 1.667860 0.152515 0.781250
141 254.331262 -77.364928 0.186050 15.379153 1.105730 -0.696684 2.526671 0.152515 0.781250
142 11.371012 65.923671 0.147303 3.581207 0.325247 -0.418449 1.895540 0.152515 0.781250
143 337.036409 28.360439 0.047457 8.773699 2.471796 -0.556771 2.478121 0.152515 0.781250
144 18.709662 -17.067444 0.123732 9.110093 0.984914 -0.592399 2.263173 0.152515 0.781250
145 194.866681 -24.012055 0.129209 11.826621 1.224342 -0.723907 1.972710 0.152515 0.781250
146 255.261787 -17.493256 0.096344 4.310122 0.598482 -0.340948 2.136780 0.152515 0.781250
147 313.548885 33.319488 0.152560 4.133867 0.362502 -0.661791 2.464787 0.152515 0.781250
148 257.071296 18.828784 0.188186 10.385518 0.738272 -0.847744 2.290660 0.152515 0.781250
149 288.622110 -39.021271 0.186602 9.280671 0.665339 -0.529760 2.434215 0.152515 0.781250
150 122.202069 -40.676041 0.101151 9.067422 1.199085 -0.831697 2.851824 0.152515 0.781250
151 293.337041 -53.437612 0.040383 9.513061 3.148371 -0.692866 1.789619 0.152515 0.781250
152 28.841345 18.699543 0.197271 5.694092 0.386148 -0.595553 2.744055 0.152515 0.781250
153 322.133996 31.920721 0.171002 8.985107 0.702912 -0.375466 2.290198 0.152515 0.781250
154 197.133255 -28.028269 0.042439 9.262535 2.917335 -0.603872 1.989256 0.152515 0.781250
155 294.227197 -73.357436 0.185752 5.597196 0.403117 -0.478645 1.859797 0.152515 0.781250
156 162.834582 -56.684277 0.176581 20.334700 1.540240 -0.304310 2.202155 0.152515 0.781250
157 231.687970 69.344790 0.113391 10.138682 1.196025 -0.821107 2.535386 0.152515 0.781250
158 189.504958 -24.148967 0.126430 4.409626 0.466599 -0.735161 2.220627 0.152515 0.781250
159 263.372228 32.577934 0.091820 11.108586 1.618094 -0.663254 2.712238 0.152515 0.781250
160 29.386794 14.437699 0.029857 4.914061 2.200794 -0.646903 1.823539 0.152515 0.781250
161 21.726750 -13.657695 0.080336 11.857776 1.973894 -0.653387 2.255265 0.152515 0.781250
162 88.957164 -36.059528 0.164514 14.278278 1.160953 -0.355433 1.883173 0.152515 0.781250
163 57.436085 -49.220357 0.020834 5.307391 3.404097 -0.471580 2.367981 0.152515 0.781250
164 313.842084 13.298599 0.080030 12.950438 2.163844 -0.535257 2.524958 0.152515 0.781250
165 78.917035 33.316779 0.091670 9.833865 1.434843 -0.714376 2.132663 0.152515 0.781250
166 351.311492 16.726800 0.116731 12.066966 1.382696 -0.405726 1.477627 0.152515 0.781250
167 121.282485 3.474498 0.185574 20.652534 1.488533 -0.326964 2.318576 0.152515 0.781250
168 65.562450 -66.362078 0.082342 7.076274 1.149538 -0.407281 2.389913 0.152515 0.781250
169 284.291463 69.550018 0.082452 5.488053 0.890398 -0.899061 2.380180 0.152515 0.781250
170 237.134799 36.685940 0.152750 5.127839 0.449101 -0.518159 2.629626 0.152515 0.781250
171 179.350458 -24.478763 0.101399 5.320336 0.701912 -0.869319 1.937575 0.152515 0.781250
172 199.930878 73.727657 0.060429 7.697462 1.703629 -0.745436 2.462956 0.152515 0.781250
173 258.912640 11.757106 0.101439 9.487902 1.251111 -0.864285 2.616644 0.152515 0.781250
174 82.243707 9.488249 0.045354 9.186977 2.707890 -0.537723 1.725315 0.152515 0.781250
175 358.680210 29.745371 0.051750 12.097916 3.124440 -0.488046 2.354787 0.152515 0.781250
176 350.925538 38.575076 0.109706 8.052177 0.981837 -0.831307 2.107637 0.152515 0.781250
177 234.117247 18.237537 0.095407 16.547062 2.319024 -0.669697 2.234435 0.152515 0.781250
178 71.835282 -48.056861 0.184672 7.008426 0.507700 -0.626258 2.363194 0.152515 0.781250
179 244.882167 -18.872603 0.085231 31.172183 4.881100 -0.678568 2.112723 0.152515 0.781250
180 25.991427 58.888931 0.124506 10.938353 1.175171 -0.827385 2.056179 0.152515 0.781250
181 11.034901 -33.419770 0.133808 5.211474 0.521036 -0.648631 2.269137 0.152515 0.781250
182 92.765840 -14.813050 0.022357 4.683264 2.800200 -0.449293 1.932718 0.152515 0.781250
183 166.544264 -7.807556 0.139437 10.182573 0.976873 -0.857395 1.933144 0.152515 0.781250
184 312.578102 -6.960787 0.052046 7.154275 1.838338 -0.851892 2.462703 0.152515 0.781250
185 261.780865 13.054582 0.192993 11.432290 0.792437 -0.687137 1.914253 0.152515 0.781250
186 267.374348 62.393582 0.046759 10.135665 2.897436 -0.334965 2.458785 0.152515 0.781250
187 153.177600 -31.239366 0.094632 7.713925 1.090394 -0.498856 2.397669 0.152515 0.781250
188 124.536597 -49.200192 0.035363 5.238550 1.981023 -0.492798 1.741149 0.152515 0.781250
189 133.573955 -37.233089 0.199437 3.750983 0.251615 -0.682848 2.055622 0.152515 0.781250
190 355.553843 50.700868 0.110395 6.399271 0.775451 -0.543804 2.617124 0.152515 0.781250
191 14.439309 16.955065 0.127169 12.275936 1.291216 -0.893921 1.964542 0.152515 0.781250
192 312.131339 -25.352521 0.032074 8.903891 3.708709 -0.518342 2.119570 0.152515 0.781250
193 208.323147 39.189988 0.154993 4.291225 0.370394 -0.352028 2.397510 0.152515 0.781250
194 157.901551 46.281165 0.057783 8.723600 2.018905 -0.532456 2.493909 0.152515 0.781250
195 261.092758 43.870336 0.181650 9.699751 0.714337 -0.375781 2.183430 0.152515 0.781250
196 175.200819 56.914098 0.056925 5.142364 1.208354 -0.465616 2.079638 0.152515 0.781250
197 314.432366 -29.703911 0.054324 8.639149 2.126578 -0.827665 2.685602 0.152515 0.781250
198 324.252671 30.669416 0.026579 8.236256 4.138434 -0.358528 2.780561 0.152515 0.781250
199 151.819534 -4.526548 0.104972 4.517489 0.575717 -0.860134 2.552549 0.152515 0.781250
200 99.658007 43.156786 0.121671 9.567149 1.051829 -0.579620 2.284487 0.152515 0.781250
201 213.246118 27.192491 0.031828 10.589191 4.442098 -0.814718 2.016412 0.152515 0.781250
202 328.450804 33.565842 0.159595 13.749015 1.152375 -0.892976 2.009758 0.152515 0.781250
203 75.838388 18.199322 0.101592 13.549404 1.783694 -0.646779 2.415646 0.152515 0.781250
204 224.267970 -40.176358 0.114390 4.017287 0.469823 -0.722976 2.384411 0.152515 0.781250
205 227.361679 5.166704 0.099337 5.005459 0.674080 -0.608400 2.679371 0.152515 0.781250
206 263.920688 75.775293 0.092137 10.349717 1.502426 -0.553680 2.454026 0.152515 0.781250
207 47.364367 61.018492 0.120735 10.343254 1.145949 -0.873757 1.807967 0.152515 0.781250
208 257.696987 -66.015087 0.047943 10.349781 2.885601 -0.826198 2.574476 0.152515 0.781250
209 327.251707 -42.095656 0.052747 50.000000 12.480328 -0.564815 1.959473 0.152515 0.781250
210 64.685919 -47.437713 0.175121 10.642834 0.812997 -0.694100 2.143700 0.152515 0.781250
211 85.515597 26.869494 0.190301 14.114807 0.992181 -0.462496 2.333951 0.152515 0.781250
212 349.702234 39.462322 0.087196 12.889879 1.976885 -0.508625 2.857592 0.152515 0.781250
213 65.151703 -34.958102 0.068734 11.079950 2.155564 -0.392637 3.191867 0.152515 0.781250
214 307.578634 0.670685 0.135920 6.833295 0.672554 -0.484504 2.440908 0.152515 0.781250
215 177.220028 42.953615 0.093572 11.692249 1.671199 -0.642041 2.203932 0.152515 0.781250
216 89.003187 27.749260 0.024570 5.435921 2.957264 -0.496220 2.419243 0.152515 0.781250
217 313.469964 4.845802 0.048107 7.106659 1.975517 -0.734771 2.525188 0.152515 0.781250
218 160.309892 10.410266 0.148875 6.276169 0.563974 -0.716212 2.162691 0.152515 0.781250
219 185.334247 0.958093 0.138606 8.334292 0.804372 -0.426609 2.797455 0.152515 0.781250
220 129.324013 -23.885055 0.024877 25.451402 13.435232 -0.632148 2.327913 0.152515 0.781250
221 213.462307 7.472134 0.059955 3.144984 0.701732 -0.420972 2.408214 0.152515 0.781250
222 58.868594 22.195657 0.061593 11.274817 2.447432 -0.406547 2.458669 0.152515 0.781250
223 140.789353 48.300659 0.140941 3.571850 0.339041 -0.385463 2.385367 0.152515 0.781250
224 348.988436 15.818011 0.023548 6.318461 3.585022 -0.350019 2.510574 0.152515 0.781250
225 92.928036 31.482833 0.038740 13.789630 4.751175 -0.641409 2.073715 0.152515 0.781250
226 236.425199 -42.832448 0.163985 8.261297 0.673945 -0.708680 2.091401 0.152515 0.781250
227 117.068423 -4.409541 0.052138 4.667246 1.197410 -0.550681 1.928845 0.152515 0.781250
228 278.450325 -78.913131 0.137494 5.594532 0.544335 -0.677297 2.390742 0.152515 0.781250
229 47.114518 -30.440431 0.062873 11.237320 2.389722 -0.539355 2.492572 0.152515 0.781250
230 349.135576 26.931403 0.037899 5.552555 1.959253 -0.476648 2.396223 0.152515 0.781250
231 163.364235 79.615383 0.063771 8.914426 1.869459 -0.486957 2.761239 0.152515 0.781250
232 84.978167 -53.287362 0.150008 8.184380 0.729874 -0.675268 2.257213 0.152515 0.781250
233 26.458829 -11.362246 0.174025 5.775595 0.443992 -0.799884 2.459514 0.152515 0.781250
234 61.112846 36.880064 0.169440 23.369075 1.844491 -0.641682 1.931381 0.152515 0.781250
235 187.118621 -36.293997 0.091493 10.983576 1.605617 -0.814444 2.142761 0.152515 0.781250
236 121.321144 6.325110 0.140255 2.906269 0.277213 -0.365942 2.467553 0.152515 0.781250
237 298.398012 27.784194 0.056897 8.781688 2.063951 -0.692474 2.513622 0.152515 0.781250
238 155.119509 13.413135 0.072767 5.746255 1.056340 -0.807324 2.170701 0.152515 0.781250
239 89.537138 -38.605201 0.181340 12.251620 0.903780 -0.884731 2.237412 0.152515 0.781250
240 222.172195 -16.811914 0.022340 5.382652 3.219948 -0.512507 1.803529 0.152515 0.781250
241 254.439798 34.581892 0.035392 7.553971 2.853098 -0.517859 2.151783 0.152515 0.781250
242 60.135087 6.226147 0.057420 10.297850 2.397912 -0.695638 2.526006 0.152515 0.781250
243 60.342918 -81.705949 0.024776 12.333500 6.630010 -0.856973 2.431453 0.152515 0.781250
244 13.201714 31.465262 0.052658 4.389842 1.115133 -0.654223 2.409091 0.152515 0.781250
245 265.104725 -68.337953 0.124947 6.767901 0.724608 -0.713270 2.273823 0.152515 0.781250
246 238.969630 29.437086 0.095856 6.308948 0.880444 -0.493728 2.261010 0.152515 0.781250
247 170.867115 -36.515404 0.180681 5.770605 0.427269 -0.536532 2.060795 0.152515 0.781250
248 303.901362 66.369139 0.167140 19.339868 1.547633 -0.681244 2.468540 0.152515 0.781250
249 290.041255 -15.314580 0.081527 9.795591 1.606995 -0.769264 2.385183 0.152515 0.781250
250 210.727571 -20.251204 0.066696 4.258852 0.854199 -0.307178 2.406497 0.152515 0.781250
251 312.577661 -44.605701 0.088345 12.659052 1.916280 -0.627599 2.101081 0.152515 0.781250
252 74.102836 -22.879328 0.126253 23.115876 2.447958 -0.487035 1.612888 0.152515 0.781250
253 40.291063 48.877181 0.068251 13.405622 2.625855 -0.815668 2.588037 0.152515 0.781250
254 97.109860 83.057841 0.132347 3.742510 0.378306 -0.608646 2.115240 0.152515 0.781250
255 20.551268 -15.270770 0.093694 6.279714 0.896586 -0.883478 2.000059 0.152515 0.781250
256 191.221030 -5.899205 0.119368 15.072880 1.688810 -0.596727 2.466935 0.152515 0.781250
257 337.178049 26.368449 0.098503 5.615928 0.762689 -0.321590 2.141288 0.152515 0.781250
258 14.163675 50.569137 0.073004 9.987669 1.829662 -0.669476 2.576872 0.152515 0.781250
259 43.959569 10.724611 0.190722 11.784187 0.826551 -0.876602 2.443993 0.152515 0.781250
260 162.791650 -12.529873 0.157449 5.032799 0.427623 -0.881427 2.463962 0.152515 0.781250
261 336.195006 -10.064478 0.045220 7.765407 2.296135 -0.667208 1.849105 0.152515 0.781250
262 113.816198 23.031447 0.176324 2.000000 0.151746 -0.803985 2.622475 0.152515 0.781250
263 182.604531 -83.495759 0.107738 4.793437 0.595202 -0.885989 2.337267 0.152515 0.781250
264 14.966229 13.838070 0.181019 7.050915 0.521085 -0.446272 2.148108 0.152515 0.781250
265 53.403552 -16.798934 0.163974 4.286840 0.349749 -0.624886 2.301908 0.152515 0.781250
266 355.186844 36.043171 0.096538 18.095209 2.506030 -0.726453 1.726021 0.152515 0.781250
267 347.442731 -54.490450 0.024044 3.913260 2.176278 -0.359950 2.381487 0.152515 0.781250
268 1.778393 10.160404 0.068362 6.420008 1.256179 -0.830317 1.950080 0.152515 0.781250
269 342.652243 -2.180873 0.117494 8.540434 0.972348 -0.326449 1.853090 0.152515 0.781250
270 230.083178 16.537991 0.134026 16.445933 1.641158 -0.711620 1.802184 0.152515 0.781250
271 312.450586 -60.492684 0.066420 3.902083 0.785908 -0.366958 2.592698 0.152515 0.781250
272 163.706348 9.205014 0.045084 14.310928 4.238879 -0.538234 2.070112 0.152515 0.781250
273 185.614570 7.063493 0.170287 8.041037 0.631701 -0.403976 2.719010 0.152515 0.781250
274 175.984769 6.968301 0.197192 4.897316 0.332249 -0.309592 2.098151 0.152515 0.781250
275 240.071133 11.945158 0.114624 10.079395 1.176243 -0.726957 1.746684 0.152515 0.781250
276 50.274452 20.666992 0.050902 8.837212 2.321348 -0.323319 1.923934 0.152515 0.781250
277 10.790492 37.587912 0.069015 5.925903 1.148552 -0.666311 2.629635 0.152515 0.781250
278 110.854779 -27.410247 0.023310 8.284138 4.743568 -0.668693 2.212122 0.152515 0.781250
279 253.685075 40.549053 0.184574 6.598120 0.478234 -0.695768 2.094405 0.152515 0.781250
280 72.667243 -0.199884 0.041195 8.467203 2.747643 -0.575155 2.306897 0.152515 0.781250
281 242.435676 -57.766713 0.123773 11.139606 1.203871 -0.807513 2.409426 0.152515 0.781250
282 349.168337 -61.993965 0.069330 17.680281 3.407657 -0.567773 2.594111 0.152515 0.781250
283 33.804258 -19.361264 0.119752 4.308259 0.481292 -0.574977 2.693441 0.152515 0.781250
284 242.136763 34.735859 0.137256 23.241936 2.264205 -0.442859 2.150961 0.152515 0.781250
285 159.750079 24.542107 0.169354 3.014390 0.238124 -0.399810 1.861077 0.152515 0.781250
